#	Type	Teff	logg	A_J_2MASS_1	A_J_2MASS_2	A_H_2MASS_1	A_H_2MASS_2	A_Ks_2MASS_1	A_Ks_2MASS_2	A_U_Bessell_1	A_U_Bessell_2	A_B_Bessell_1	A_B_Bessell_2	A_V_Bessell_1	A_V_Bessell_2	A_R_Bessell_1	A_R_Bessell_2	A_I_Bessell_1	A_I_Bessell_2	A_U_Bessell_noatmccd_1	A_U_Bessell_noatmccd_2	A_B_Bessell_noatmccd_1	A_B_Bessell_noatmccd_2	A_V_Bessell_noatmccd_1	A_V_Bessell_noatmccd_2	A_R_Bessell_noatmccd_1	A_R_Bessell_noatmccd_2	A_I_Bessell_noatmccd_1	A_I_Bessell_noatmccd_2	A_G_Gaia_1	A_G_Gaia_2	A_U_INT_1	A_U_INT_2	A_g_INT_1	A_g_INT_2	A_r_INT_1	A_r_INT_2	A_i_INT_1	A_i_INT_2	A_Ha_INT_1	A_Ha_INT_2	A_g_PANSTARRS_1	A_g_PANSTARRS_2	A_r_PANSTARRS_1	A_r_PANSTARRS_2	A_i_PANSTARRS_1	A_i_PANSTARRS_2	A_z_PANSTARRS_1	A_z_PANSTARRS_2	A_y_PANSTARRS_1	A_y_PANSTARRS_2	A_w_PANSTARRS_1	A_w_PANSTARRS_2	A_u_SDSS_1	A_u_SDSS_2	A_g_SDSS_1	A_g_SDSS_2	A_r_SDSS_1	A_r_SDSS_2	A_i_SDSS_1	A_i_SDSS_2	A_z_SDSS_1	A_z_SDSS_2	A_u_Skymapper_1	A_u_Skymapper_2	A_v_Skymapper_1	A_v_Skymapper_2	A_g_Skymapper_1	A_g_Skymapper_2	A_r_Skymapper_1	A_r_Skymapper_2	A_i_Skymapper_1	A_i_Skymapper_2	A_z_Skymapper_1	A_z_Skymapper_2	A_u_Stromgren_1	A_u_Stromgren_2	A_b_Stromgren_1	A_b_Stromgren_2	A_v_Stromgren_1	A_v_Stromgren_2	A_y_Stromgren_1	A_y_Stromgren_2	A_Hbn_Stromgren_1	A_Hbn_Stromgren_2	A_Hbw_Stromgren_1	A_Hbw_Stromgren_2	A_Z_UKIDSS_1	A_Z_UKIDSS_2	A_Y_UKIDSS_1	A_Y_UKIDSS_2	A_J_UKIDSS_1	A_J_UKIDSS_2	A_H_UKIDSS_1	A_H_UKIDSS_2	A_K_UKIDSS_1	A_K_UKIDSS_2	A_Z_VISTA_1	A_Z_VISTA_2	A_Y_VISTA_1	A_Y_VISTA_2	A_J_VISTA_1	A_J_VISTA_2	A_H_VISTA_1	A_H_VISTA_2	A_Ks_VISTA_1	A_Ks_VISTA_2	A_u_VST_1	A_u_VST_2	A_g_VST_1	A_g_VST_2	A_r_VST_1	A_r_VST_2	A_i_VST_1	A_i_VST_2	A_Ha_VST_1	A_Ha_VST_2
Rayleigh-Jeans	inf	inf	0.20561	-0.000195	0.12026	-5.0512E-05	0.072759	-1.3718E-05	1.0688	-0.00075084	0.93062	-0.002191	0.7341	-0.0014959	0.60036	-0.0024662	0.43969	-0.00062103	1.0816	-0.00085347	0.937	-0.0022266	0.7339	-0.0015085	0.59569	-0.0027751	0.43182	-0.00065769	0.74243	-0.013987	1.0743	-0.0007572	0.84945	-0.0020906	0.62353	-0.0012245	0.46525	-0.00071883	0.57214	-5.948E-06	0.86095	-0.0026146	0.63448	-0.001374	0.47704	-0.00058276	0.37993	-0.00020757	0.31929	-0.00014413	0.7284	-0.010361	1.0881	-0.00067878	0.88053	-0.0024368	0.63091	-0.00098626	0.47958	-0.00059428	0.36463	-0.00049283	1.1096	-0.0033725	1.0315	-0.00021571	0.82002	-0.0034513	0.64427	-0.0019418	0.45426	-0.00057535	0.35198	-0.00049304	1.1013	-0.00030764	0.87091	-0.00013658	0.97965	-0.00015854	0.72688	-0.00012598	0.83471	-3.4032E-06	0.83062	-4.9804E-05	0.36823	-0.00016716	0.28235	-0.00010525	0.19914	-9.2801E-05	0.12206	-6.4072E-05	0.070316	-1.7184E-05	0.37191	0.00020785	0.28733	-0.00010292	0.19878	-0.00010621	0.12097	-6.0869E-05	0.074478	-6.3393E-05	1.0877	-0.00066358	0.87729	-0.00243	0.62051	-0.0013156	0.4784	-0.00086086	0.56963	-7.7529E-06
O9	33500	3.95	NAN	NAN	NAN	NAN	NAN	NAN	1.067	-0.00075231	0.92828	-0.002201	0.73345	-0.001505	0.59876	-0.0024766	0.43949	-0.00062101	1.0799	-0.00085854	0.93458	-0.00224	0.73325	-0.0015177	0.59394	-0.002788	0.4316	-0.00065737	NAN	NAN	1.0726	-0.0007576	0.84738	-0.0020721	0.62257	-0.0012198	0.46495	-0.00071683	0.57214	-6.0711E-06	0.85825	-0.0025839	0.63353	-0.0013713	0.47673	-0.00058233	0.37971	-0.00020821	NAN	NAN	0.71934	-0.0101	1.087	-0.00067881	0.87782	-0.0024047	0.63015	-0.00098132	0.47928	-0.00059404	NAN	NAN	1.1128	-0.0043307	1.0304	-0.00021638	0.81728	-0.0034235	0.64301	-0.0019362	0.45405	-0.00057357	NAN	NAN	1.1009	-0.0003044	0.8708	-0.00013651	0.97936	-0.00015797	0.72683	-0.00012551	0.8348	-3.469E-06	0.83057	-5.0475E-05	0.36803	-0.00016684	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0873	-0.00072257	0.8748	-0.0024133	0.61948	-0.0013101	0.478	-0.00085868	0.56958	-7.8385E-06
B0	31480	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0666	-0.00075032	0.92811	-0.0022004	0.73331	-0.001503	0.59895	-0.0024817	0.43942	-0.00062114	1.0795	-0.00085854	0.9344	-0.0022396	0.73311	-0.0015157	0.59414	-0.0027941	0.43152	-0.00065702	NAN	NAN	1.0722	-0.00075592	0.84726	-0.002071	0.62274	-0.0012214	0.46487	-0.00071768	0.57214	-6.0928E-06	0.8581	-0.002582	0.63366	-0.0013713	0.47671	-0.00058236	0.37974	-0.00020827	NAN	NAN	0.71899	-0.010081	1.0866	-0.00067896	0.87766	-0.0024022	0.63031	-0.00098213	0.47925	-0.00059421	NAN	NAN	1.113	-0.0044486	1.0303	-0.00021659	0.81701	-0.003424	0.6431	-0.0019347	0.45397	-0.00057417	NAN	NAN	1.1008	-0.00030537	0.8708	-0.00013627	0.97933	-0.00015783	0.72682	-0.00012571	0.83481	-3.4828E-06	0.83056	-5.0618E-05	0.36805	-0.00016707	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.087	-0.00072994	0.87465	-0.0024119	0.61965	-0.0013121	0.47793	-0.00085955	0.56957	-7.8586E-06
B1	26490	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0651	-0.0007462	0.9273	-0.0021986	0.7329	-0.0015043	0.59859	-0.0024925	0.43925	-0.0006217	1.078	-0.00085994	0.93354	-0.0022386	0.73269	-0.0015169	0.59372	-0.0028076	0.43133	-0.00065702	NAN	NAN	1.0708	-0.00075251	0.84669	-0.0020658	0.62259	-0.0012219	0.46468	-0.0007177	0.57215	-6.136E-06	0.85732	-0.0025722	0.63346	-0.0013704	0.47658	-0.00058225	0.37964	-0.00020856	NAN	NAN	0.71585	-0.0099898	1.0856	-0.00068032	0.87686	-0.0023898	0.63021	-0.0009817	0.47911	-0.0005943	NAN	NAN	1.1147	-0.0050181	1.0297	-0.00021596	0.81606	-0.0034213	0.64273	-0.0019308	0.45382	-0.00057405	NAN	NAN	1.1005	-0.00030603	0.87078	-0.00013546	0.9792	-0.00015738	0.72678	-0.00012581	0.83485	-3.5117E-06	0.83054	-5.089E-05	0.36796	-0.000167	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0865	-0.00076821	0.87393	-0.0024052	0.61949	-0.0013127	0.47771	-0.00085957	0.56956	-7.8942E-06
B2	23010	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0639	-0.0007445	0.92671	-0.0021934	0.73267	-0.0015057	0.59828	-0.0024987	0.43914	-0.00062214	1.0768	-0.00086309	0.9329	-0.0022334	0.73246	-0.0015183	0.59336	-0.0028156	0.43121	-0.00065716	NAN	NAN	1.0696	-0.00075141	0.84639	-0.0020639	0.62244	-0.0012216	0.46456	-0.00071758	0.57215	-6.175E-06	0.85688	-0.0025669	0.63328	-0.0013697	0.47648	-0.00058221	0.37956	-0.00020883	NAN	NAN	0.7139	-0.0099375	1.0849	-0.00068287	0.87637	-0.0023813	0.6301	-0.00098088	0.47901	-0.00059438	NAN	NAN	1.1163	-0.0055361	1.0292	-0.00021521	0.81555	-0.003421	0.64245	-0.0019286	0.45372	-0.00057387	NAN	NAN	1.1004	-0.00030595	0.87078	-0.0001348	0.97907	-0.00015674	0.72676	-0.00012582	0.83488	-3.5396E-06	0.83052	-5.1184E-05	0.36787	-0.00016689	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0861	-0.00080478	0.87354	-0.0024018	0.61932	-0.0013124	0.47757	-0.00085947	0.56954	-7.9229E-06
B3	19320	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0616	-0.00073845	0.92576	-0.0021878	0.73226	-0.0015093	0.59766	-0.0025103	0.43892	-0.00062319	1.0746	-0.00086616	0.93186	-0.0022279	0.73205	-0.001522	0.59265	-0.0028307	0.43096	-0.00065751	NAN	NAN	1.0675	-0.00074696	0.84582	-0.0020592	0.62213	-0.0012208	0.46434	-0.00071755	0.57214	-6.2199E-06	0.85608	-0.002557	0.63292	-0.0013681	0.4763	-0.00058213	0.3794	-0.00020916	NAN	NAN	0.71021	-0.0098378	1.0834	-0.00068696	0.87551	-0.0023676	0.62987	-0.00097953	0.47883	-0.00059453	NAN	NAN	1.1194	-0.0065651	1.0282	-0.00021287	0.81461	-0.0034192	0.6419	-0.0019241	0.45354	-0.00057381	NAN	NAN	1.1001	-0.00030552	0.87077	-0.00013394	0.9789	-0.00015588	0.72673	-0.00012587	0.83492	-3.5798E-06	0.83049	-5.1652E-05	0.36773	-0.00016663	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0854	-0.0008803	0.8728	-0.0023955	0.61897	-0.0013117	0.4773	-0.00085936	0.56952	-7.9489E-06
B5	15420	4.10	NAN	NAN	NAN	NAN	NAN	NAN	1.0583	-0.00072349	0.92438	-0.0021828	0.73171	-0.0015137	0.59686	-0.0025253	0.43864	-0.00062481	1.0713	-0.00086447	0.93039	-0.0022237	0.73149	-0.0015264	0.59175	-0.0028506	0.43063	-0.00065829	NAN	NAN	1.0643	-0.00073488	0.84488	-0.0020495	0.62174	-0.0012201	0.46406	-0.00071749	0.57213	-6.2991E-06	0.85483	-0.0025404	0.63248	-0.0013663	0.47609	-0.000582	0.37917	-0.00020955	NAN	NAN	0.70508	-0.0096854	1.0811	-0.00069077	0.87418	-0.0023466	0.62959	-0.00097798	0.47861	-0.00059466	NAN	NAN	1.1245	-0.0082901	1.0269	-0.00020875	0.81313	-0.0034114	0.64119	-0.0019181	0.45332	-0.00057374	NAN	NAN	1.0997	-0.00030485	0.87073	-0.00013303	0.97871	-0.00015501	0.72667	-0.00012587	0.83498	-3.6405E-06	0.83043	-5.2345E-05	0.36753	-0.00016618	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0845	-0.0010153	0.87161	-0.0023836	0.61855	-0.0013111	0.47696	-0.00085913	0.56947	-7.9957E-06
B6	14190	4.09	NAN	NAN	NAN	NAN	NAN	NAN	1.057	-0.00071548	0.92398	-0.0021813	0.73155	-0.0015148	0.59664	-0.0025299	0.43855	-0.00062546	1.0699	-0.00086165	0.92995	-0.0022223	0.73133	-0.0015275	0.5915	-0.0028569	0.43053	-0.00065875	NAN	NAN	1.063	-0.00072822	0.8446	-0.0020465	0.62164	-0.0012199	0.46399	-0.00071741	0.57213	-6.328E-06	0.85446	-0.0025355	0.63236	-0.0013659	0.47603	-0.00058196	0.37908	-0.00020969	NAN	NAN	0.70363	-0.0096405	1.0802	-0.00069168	0.87379	-0.0023403	0.62952	-0.00097752	0.47856	-0.00059468	NAN	NAN	1.1264	-0.0089604	1.0264	-0.00020683	0.81269	-0.0034086	0.64101	-0.0019165	0.45326	-0.00057366	NAN	NAN	1.0995	-0.00030476	0.87071	-0.00013277	0.97866	-0.00015473	0.72665	-0.00012585	0.83501	-3.6603E-06	0.83041	-5.2569E-05	0.36745	-0.00016596	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0841	-0.0010704	0.87126	-0.00238	0.61843	-0.0013109	0.47688	-0.00085902	0.56946	-8.0134E-06
B7	12790	4.07	NAN	NAN	NAN	NAN	NAN	NAN	1.0533	-0.000689	0.92294	-0.0021761	0.73121	-0.0015167	0.59617	-0.0025416	0.43835	-0.00062721	1.066	-0.00084939	0.92883	-0.0022172	0.73099	-0.0015293	0.59094	-0.002873	0.43029	-0.00066011	NAN	NAN	1.0594	-0.00070582	0.84391	-0.0020393	0.62144	-0.0012198	0.46382	-0.00071722	0.57213	-6.4194E-06	0.85355	-0.0025234	0.63214	-0.0013652	0.4759	-0.00058187	0.37883	-0.00021013	NAN	NAN	0.7004	-0.0095383	1.0775	-0.00069324	0.87282	-0.0023247	0.62939	-0.00097647	0.47842	-0.00059476	NAN	NAN	1.1318	-0.010987	1.0251	-0.0002011	0.81166	-0.0034002	0.64063	-0.0019135	0.45313	-0.00057341	NAN	NAN	1.099	-0.00030466	0.87069	-0.00013195	0.9785	-0.00015385	0.72662	-0.0001258	0.83508	-3.7195E-06	0.83036	-5.3284E-05	0.36723	-0.00016537	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0829	-0.001249	0.87039	-0.0023711	0.6182	-0.0013111	0.47667	-0.00085882	0.56942	-8.0717E-06
B8	11510	4.07	0.20522	-0.00019373	0.11994	-5.0364E-05	0.072718	-1.3746E-05	1.0523	-0.00068345	0.92255	-0.0021764	0.73105	-0.0015181	0.59589	-0.0025469	0.43858	-0.00062801	1.065	-0.0008488	0.92841	-0.0022176	0.73083	-0.0015308	0.59063	-0.00288	0.4305	-0.00066347	0.69657	-0.01257	1.0584	-0.00070204	0.84356	-0.002036	0.6213	-0.0012193	0.46411	-0.00071072	0.57209	-6.4265E-06	0.85312	-0.0025187	0.63199	-0.0013645	0.47584	-0.00058144	0.37844	-0.00021023	0.31875	-0.00014537	0.69874	-0.0094842	1.0768	-0.0006976	0.8724	-0.0023194	0.62929	-0.00097583	0.47839	-0.00059389	0.36178	-0.00050717	1.134	-0.011736	1.0246	-0.00019797	0.81114	-0.0033959	0.64041	-0.0019118	0.45342	-0.00056843	0.34929	-0.00049976	1.0991	-0.00030299	0.87069	-0.0001318	0.97845	-0.00015358	0.7266	-0.00012578	0.83501	-3.9862E-06	0.83028	-5.3269E-05	0.36686	-0.00016306	0.28205	-0.00010511	0.19901	-9.2915E-05	0.12168	-6.4018E-05	0.070263	-1.72E-05	0.37064	0.00036681	0.28704	-0.00010383	0.1986	-0.00010604	0.12059	-6.055E-05	0.074214	-5.4091E-05	1.0828	-0.0013227	0.86999	-0.0023682	0.61806	-0.0013106	0.47682	-0.00085297	0.56938	-8.0021E-06
