# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
71.88659 45.03795 16.81144 0.00398 16.10299 0.00700 16.46266 0.00769 -1.00000 0.00000 160.22409 -0.05783 1.25466 0.78606 160.22407 -0.05782 -1.00000 15.02263 0.00316 14.61771 0.00296 14.46600 0.00675 0.05447
71.88486 45.01420 16.85048 0.00406 16.22140 0.00749 16.55146 0.00809 -1.00000 0.00000 160.24143 -0.07411 1.25463 0.78565 160.24141 -0.07412 -1.00000 15.18836 0.00349 14.85936 0.00355 14.71155 0.00820 0.05678
71.88497 45.04303 19.18887 0.01819 18.35973 0.03191 18.77645 0.03638 -1.00000 0.00000 160.21947 -0.05542 1.25463 0.78615 160.21944 -0.05541 -1.00000 17.04201 0.01451 16.61646 0.01586 16.37116 0.03523 0.09027
71.86135 45.04135 15.97868 0.00258 15.41279 0.00481 15.75099 0.00524 -1.00000 0.00000 160.20998 -0.06924 1.25422 0.78612 160.20996 -0.06924 -1.00000 14.48470 0.00226 14.21593 0.00219 14.05813 0.00487 0.05509
71.85793 45.04864 18.75247 0.01319 17.94637 0.02326 18.31222 0.02551 -1.00000 0.00000 160.20285 -0.06638 1.25416 0.78625 160.20283 -0.06637 -1.00000 nan nan 17.07661 0.02400 16.64984 0.04536 0.05663
71.85790 45.05107 16.41271 0.00322 15.81428 0.00596 16.12217 0.00637 -1.00000 0.00000 160.20098 -0.06482 1.25416 0.78629 160.20096 -0.06480 -1.00000 14.80715 0.00264 14.54761 0.00285 14.40099 0.00617 0.07816
71.85574 45.05131 18.58735 0.01174 17.76459 0.02034 18.12672 0.02227 -1.00000 0.00000 160.19981 -0.06583 1.25412 0.78629 160.19977 -0.06582 -1.00000 16.45124 0.00845 15.95546 0.00906 15.80254 0.02036 0.11220
71.84652 45.03929 19.09237 0.01692 18.22281 0.02868 18.71722 0.03473 -1.00000 0.00000 160.20477 -0.07857 1.25396 0.78608 160.20473 -0.07856 -1.00000 16.90324 0.01295 16.42847 0.01349 16.24763 0.03151 0.11722
71.83874 45.04100 15.99983 0.00261 15.06259 0.00402 15.52200 0.00465 -1.00000 0.00000 160.19991 -0.08165 1.25382 0.78611 160.19989 -0.08165 -1.00000 13.50819 0.00131 12.82480 0.00088 12.62300 0.00175 0.05350
71.82965 45.06740 15.19656 0.00176 14.25086 0.00269 14.72218 0.00313 -1.00000 0.00000 160.17562 -0.06948 1.25366 0.78657 160.17561 -0.06948 -1.00000 12.65334 0.00081 12.05466 0.00057 11.83837 0.00105 0.02529
71.81925 45.05529 18.10894 0.00852 17.19414 0.01367 17.63595 0.01581 -1.00000 0.00000 160.18010 -0.08291 1.25348 0.78636 160.18008 -0.08291 -1.00000 15.70069 0.00461 15.19340 0.00455 15.02410 0.00987 0.05885
71.92310 45.02717 18.52447 0.01134 17.60440 0.01828 18.08982 0.02032 -1.00000 0.00000 160.24899 -0.04511 1.25530 0.78587 160.24899 -0.04511 -1.00000 16.26923 0.00770 15.61964 0.00666 15.43264 0.01533 0.02904
71.91725 45.02995 19.70144 0.02725 18.64852 0.04043 19.21346 0.04744 -1.00000 0.00000 160.24420 -0.04647 1.25519 0.78592 160.24419 -0.04647 -1.00000 17.12095 0.01542 16.40460 0.01313 16.23258 0.03111 0.01027
71.91266 45.02046 16.17131 0.00290 15.44846 0.00495 15.86788 0.00542 -1.00000 0.00000 160.24935 -0.05508 1.25511 0.78576 160.24934 -0.05507 -1.00000 14.37547 0.00210 14.01794 0.00189 13.87115 0.00420 0.03095
71.90456 45.02345 18.23103 0.00932 17.43395 0.01622 17.88201 0.01761 -1.00000 0.00000 160.24337 -0.05751 1.25497 0.78581 160.24336 -0.05751 -1.00000 16.25177 0.00758 15.81708 0.00786 15.70586 0.01940 0.02710
71.90109 45.02944 19.53602 0.02390 18.64938 0.04046 19.09486 0.04314 -1.00000 0.00000 160.23722 -0.05551 1.25491 0.78591 160.23722 -0.05551 -1.00000 17.31405 0.01815 16.74004 0.01765 16.56704 0.04191 0.04784
71.89956 45.02099 18.65765 0.01244 17.77808 0.02070 18.29927 0.02357 -1.00000 0.00000 160.24296 -0.06180 1.25488 0.78576 160.24296 -0.06180 -1.00000 16.44017 0.00878 15.88565 0.00832 15.68762 0.01905 0.02194
71.89816 45.02909 16.64349 0.00369 15.89298 0.00629 16.29808 0.00680 -1.00000 0.00000 160.23614 -0.05732 1.25486 0.78591 160.23614 -0.05733 -1.00000 14.81216 0.00275 14.39612 0.00249 14.25786 0.00569 0.03382
71.89444 45.01235 17.70063 0.00668 16.97670 0.01196 17.39218 0.01281 -1.00000 0.00000 160.24722 -0.07014 1.25479 0.78561 160.24721 -0.07015 -1.00000 15.90812 0.00581 15.54370 0.00621 15.38461 0.01457 0.01133
71.89005 45.01026 16.81711 0.00405 15.68594 0.00562 16.30928 0.00684 -1.00000 0.00000 160.24680 -0.07387 1.25472 0.78558 160.24680 -0.07387 -1.00000 13.88791 0.00159 13.11245 0.00104 12.86469 0.00204 0.01832
71.88466 45.02924 19.96947 0.03387 19.12882 0.06008 19.58422 0.06430 -1.00000 0.00000 160.22986 -0.06450 1.25462 0.78591 160.22986 -0.06449 -1.00000 17.53426 0.02193 17.03913 0.02305 16.75129 0.04942 0.03974
71.88325 45.01850 15.70651 0.00230 15.06287 0.00406 15.39912 0.00427 -1.00000 0.00000 160.23741 -0.07221 1.25460 0.78572 160.23741 -0.07221 -1.00000 14.14014 0.00183 13.77711 0.00160 13.65276 0.00355 0.05108
71.87871 45.02150 19.65951 0.02636 18.68138 0.04152 19.23778 0.04839 -1.00000 0.00000 160.23304 -0.07272 1.25452 0.78577 160.23304 -0.07270 -1.00000 17.08498 0.01489 16.41942 0.01325 16.21355 0.03035 0.08100
71.87911 45.02457 17.06341 0.00463 16.35152 0.00816 16.77115 0.00884 -1.00000 0.00000 160.23089 -0.07052 1.25453 0.78583 160.23089 -0.07052 -1.00000 15.31745 0.00383 14.94719 0.00381 14.79721 0.00884 0.03970
71.87868 45.03337 19.18687 0.01827 18.35689 0.03206 18.90337 0.03710 -1.00000 0.00000 160.22397 -0.06506 1.25452 0.78598 160.22397 -0.06506 -1.00000 17.02858 0.01428 16.62004 0.01587 16.36431 0.03489 0.02906
71.87731 45.01243 19.78668 0.02918 18.90042 0.04967 19.49351 0.05964 -1.00000 0.00000 160.23933 -0.07933 1.25450 0.78562 160.23932 -0.07934 -1.00000 17.58310 0.02272 17.09622 0.02417 16.95969 0.05936 0.01862
71.86892 45.01948 19.25323 0.01921 18.31321 0.03098 18.90602 0.03718 -1.00000 0.00000 160.23011 -0.07930 1.25435 0.78574 160.23012 -0.07930 -1.00000 16.93304 0.01310 16.39829 0.01300 16.20475 0.03007 0.05084
71.86894 45.01741 17.02108 0.00452 16.25612 0.00772 16.68038 0.00839 -1.00000 0.00000 160.23171 -0.08063 1.25435 0.78570 160.23171 -0.08063 -1.00000 15.15788 0.00343 14.73149 0.00321 14.59540 0.00745 0.03773
71.86789 45.03201 19.94993 0.03333 19.04538 0.05602 19.57303 0.06370 -1.00000 0.00000 160.22009 -0.07175 1.25433 0.78596 160.22009 -0.07176 -1.00000 17.63593 0.02399 17.02421 0.02275 16.82105 0.05262 0.02785
71.86596 45.02361 17.24290 0.00512 16.45983 0.00869 16.89534 0.00949 -1.00000 0.00000 160.22561 -0.07823 1.25430 0.78581 160.22562 -0.07823 -1.00000 15.33606 0.00387 14.89940 0.00367 14.75099 0.00849 0.04409
71.86579 45.02743 19.26511 0.01938 18.43413 0.03407 18.97373 0.03920 -1.00000 0.00000 160.22262 -0.07585 1.25429 0.78588 160.22263 -0.07585 -1.00000 17.07310 0.01479 16.66200 0.01645 16.40310 0.03603 0.06357
71.85941 45.02326 18.58176 0.01180 17.76876 0.02056 18.21141 0.02214 -1.00000 0.00000 160.22288 -0.08199 1.25418 0.78580 160.22289 -0.08198 -1.00000 16.50113 0.00924 16.02774 0.00944 15.87709 0.02250 0.06197
71.85661 45.02755 19.60981 0.02534 18.75434 0.04405 19.21427 0.04748 -1.00000 0.00000 160.21833 -0.08072 1.25413 0.78588 160.21832 -0.08073 -1.00000 17.47630 0.02090 17.01863 0.02270 16.96168 0.05975 0.01719
71.85630 45.03259 15.98435 0.00264 15.16108 0.00427 15.60561 0.00474 -1.00000 0.00000 160.21435 -0.07763 1.25413 0.78597 160.21435 -0.07763 -1.00000 13.96778 0.00167 13.49293 0.00133 13.32610 0.00281 0.04527
71.85103 45.02906 17.82415 0.00720 17.01393 0.01225 17.47048 0.01345 -1.00000 0.00000 160.21463 -0.08276 1.25404 0.78591 160.21464 -0.08276 -1.00000 15.80533 0.00544 15.31093 0.00516 15.16091 0.01206 0.04774
71.96355 45.05048 19.14736 0.01791 18.25391 0.02883 18.73065 0.03393 -1.00000 0.00000 160.24965 -0.00823 1.25600 0.78628 160.24963 -0.00822 -1.00000 16.95468 0.01266 16.49415 0.01436 16.38718 0.03464 0.05804
71.96079 45.05006 19.79143 0.02968 18.66828 0.04000 19.25909 0.05180 -1.00000 0.00000 160.24872 -0.00999 1.25595 0.78627 160.24870 -0.00998 1.00000 nan nan nan nan nan nan nan
71.95775 45.05015 18.91750 0.01510 18.01883 0.02411 18.51684 0.02879 -1.00000 0.00000 160.24726 -0.01157 1.25590 0.78627 160.24724 -0.01156 -1.00000 16.63008 0.00971 16.14572 0.01058 15.94407 0.02330 0.05561
71.95653 45.06843 19.89421 0.03227 18.92295 0.04925 19.52024 0.06435 -1.00000 0.00000 160.23274 -0.00043 1.25588 0.78659 160.23271 -0.00041 1.00000 nan nan nan nan nan nan nan
71.95367 45.05799 17.27390 0.00521 16.51331 0.00877 16.88615 0.00959 -1.00000 0.00000 160.23942 -0.00871 1.25583 0.78641 160.23940 -0.00871 -1.00000 15.27466 0.00356 14.79075 0.00342 14.63128 0.00751 0.04616
71.95300 45.04680 18.59189 0.01196 17.78504 0.02029 18.20874 0.02290 -1.00000 0.00000 160.24765 -0.01630 1.25582 0.78622 160.24764 -0.01630 -1.00000 16.64779 0.00985 16.21340 0.01122 16.03711 0.02531 0.03371
71.95070 45.06333 18.16052 0.00894 17.36767 0.01513 17.77320 0.01685 -1.00000 0.00000 160.23398 -0.00687 1.25578 0.78650 160.23396 -0.00687 -1.00000 16.15232 0.00668 15.67786 0.00707 15.48878 0.01558 0.05682
71.94931 45.04528 18.21732 0.00928 17.44431 0.01595 17.82574 0.01747 -1.00000 0.00000 160.24713 -0.01927 1.25575 0.78619 160.24711 -0.01926 -1.00000 16.32727 0.00764 15.88761 0.00846 15.74851 0.01959 0.06261
71.94546 45.04693 18.52812 0.01144 17.66790 0.01865 18.10326 0.02123 -1.00000 0.00000 160.24411 -0.02028 1.25569 0.78622 160.24412 -0.02030 -1.00000 16.41995 0.00874 15.75300 0.00753 15.57607 0.01751 0.07684
71.94507 45.05014 19.03216 0.01643 18.14816 0.02659 18.57926 0.03019 -1.00000 0.00000 160.24148 -0.01842 1.25568 0.78627 160.24146 -0.01843 0.00000 nan nan nan nan nan nan nan
71.94471 45.07271 19.52830 0.02404 18.58210 0.03732 19.12493 0.04643 -1.00000 0.00000 160.22409 -0.00404 1.25567 0.78667 160.22407 -0.00404 -1.00000 17.12525 0.01459 16.52540 0.01479 16.30428 0.03205 0.03017
71.94406 45.04531 19.06059 0.01678 18.20547 0.02778 18.68324 0.03271 -1.00000 0.00000 160.24471 -0.02209 1.25566 0.78619 160.24469 -0.02208 -1.00000 16.94598 0.01256 16.43106 0.01359 16.22300 0.02985 0.04816
71.94012 45.07557 15.21267 0.00180 14.55893 0.00310 14.86902 0.00329 -1.00000 0.00000 160.21981 -0.00467 1.25559 0.78672 160.21980 -0.00467 -1.00000 13.57023 0.00130 13.17912 0.00110 13.06644 0.00229 0.02360
71.93901 45.06152 16.40202 0.00325 15.72060 0.00560 16.16180 0.00637 -1.00000 0.00000 160.23003 -0.01434 1.25557 0.78647 160.23001 -0.01433 -1.00000 14.62225 0.00235 14.31610 0.00238 14.15149 0.00509 0.06436
71.93768 45.05001 17.39909 0.00560 16.59829 0.00923 17.02788 0.01044 -1.00000 0.00000 160.23821 -0.02249 1.25555 0.78627 160.23819 -0.02248 -1.00000 15.32802 0.00369 14.88878 0.00369 14.72246 0.00809 0.06228
71.93787 45.07428 18.06739 0.00842 17.27606 0.01422 17.68450 0.01587 -1.00000 0.00000 160.21977 -0.00672 1.25555 0.78669 160.21975 -0.00671 -1.00000 16.12919 0.00657 15.72677 0.00738 15.56130 0.01657 0.04586
71.93572 45.06099 15.42880 0.00200 14.81642 0.00352 15.12009 0.00372 -1.00000 0.00000 160.22893 -0.01645 1.25552 0.78646 160.22892 -0.01644 -1.00000 13.88287 0.00154 13.54335 0.00139 13.44227 0.00298 0.05555
71.93346 45.05116 19.51928 0.02387 18.61761 0.03840 19.13431 0.04678 -1.00000 0.00000 160.23541 -0.02402 1.25548 0.78629 160.23539 -0.02401 -1.00000 17.35032 0.01763 16.78487 0.01861 16.63704 0.04325 0.06660
71.93304 45.05720 19.84834 0.03108 18.86107 0.04681 19.42415 0.05938 -1.00000 0.00000 160.23060 -0.02035 1.25547 0.78640 160.23059 -0.02035 -1.00000 17.33061 0.01734 16.75115 0.01807 16.59660 0.04168 0.03706
71.93146 45.07658 19.14236 0.01784 18.30987 0.03011 18.83229 0.03674 -1.00000 0.00000 160.21509 -0.00868 1.25544 0.78673 160.21507 -0.00868 -1.00000 17.04093 0.01360 16.61519 0.01602 16.44171 0.03621 0.02242
71.92977 45.08693 19.19207 0.01853 18.32863 0.03055 18.81072 0.03613 -1.00000 0.00000 160.20642 -0.00291 1.25541 0.78692 160.20640 -0.00292 -1.00000 17.08885 0.01416 16.62932 0.01622 16.50117 0.03819 0.02679
71.92879 45.04725 18.25499 0.00951 17.46677 0.01620 17.88712 0.01823 -1.00000 0.00000 160.23626 -0.02906 1.25539 0.78622 160.23625 -0.02905 -1.00000 16.90695 0.01300 16.02244 0.00947 15.80126 0.02130 0.05108
71.92693 45.09074 18.78407 0.01370 17.91538 0.02233 18.42683 0.02691 -1.00000 0.00000 160.20221 -0.00198 1.25536 0.78698 160.20219 -0.00198 -1.00000 16.73318 0.01056 16.28398 0.01196 16.14490 0.02773 0.05112
71.92284 45.05513 18.89532 0.01485 18.09251 0.02549 18.50548 0.02855 -1.00000 0.00000 160.22753 -0.02719 1.25529 0.78636 160.22751 -0.02718 -1.00000 16.92129 0.01230 16.44272 0.01375 16.30477 0.03202 0.07989
71.92057 45.06931 16.85230 0.00412 16.23590 0.00746 16.65474 0.00838 -1.00000 0.00000 160.21567 -0.01925 1.25525 0.78661 160.21564 -0.01924 -1.00000 15.18964 0.00337 14.94049 0.00385 14.78600 0.00851 0.08633
71.91989 45.04879 17.51271 0.00598 15.65130 0.00540 16.60896 0.00816 -1.00000 0.00000 160.23103 -0.03287 1.25524 0.78625 160.23104 -0.03283 0.00000 nan nan nan nan nan nan nan
71.91519 45.05927 17.89594 0.00755 17.02387 0.01204 17.45163 0.01361 -1.00000 0.00000 160.22087 -0.02864 1.25516 0.78643 160.22086 -0.02863 -1.00000 15.70277 0.00479 15.04889 0.00420 14.89532 0.00932 0.05632
71.91498 45.06627 16.92487 0.00429 16.28108 0.00766 16.66949 0.00845 -1.00000 0.00000 160.21544 -0.02423 1.25515 0.78655 160.21543 -0.02422 -1.00000 15.26529 0.00354 14.98020 0.00398 14.80300 0.00862 0.02589
71.91254 45.06056 18.54789 0.01160 17.74253 0.01968 18.23041 0.02327 -1.00000 0.00000 160.21869 -0.02923 1.25511 0.78646 160.21868 -0.02920 -1.00000 16.45779 0.00847 15.95551 0.00898 15.81645 0.02068 0.13686
71.91227 45.05424 19.36419 0.02114 18.64510 0.03926 19.10516 0.04569 -1.00000 0.00000 160.22338 -0.03346 1.25511 0.78634 160.22337 -0.03346 -1.00000 17.52371 0.02047 17.12838 0.02535 16.94220 0.05682 0.03552
71.91252 45.05602 17.42988 0.00570 16.78990 0.01038 17.15657 0.01129 -1.00000 0.00000 160.22214 -0.03218 1.25511 0.78638 160.22212 -0.03216 -1.00000 15.74943 0.00496 15.41811 0.00569 15.27678 0.01291 0.07417
71.91053 45.07777 18.74358 0.01331 17.91742 0.02236 18.40052 0.02638 -1.00000 0.00000 160.20463 -0.01920 1.25508 0.78676 160.20460 -0.01919 -1.00000 16.66474 0.00999 16.23669 0.01147 16.04633 0.02534 0.06373
71.90954 45.08815 18.73957 0.01328 18.00351 0.02384 18.52409 0.02895 -1.00000 0.00000 160.19625 -0.01302 1.25506 0.78694 160.19624 -0.01303 -1.00000 16.97181 0.01284 16.63313 0.01626 16.43282 0.03579 0.01958
71.90894 45.09533 16.52971 0.00347 15.77000 0.00576 16.16965 0.00639 -1.00000 0.00000 160.19051 -0.00871 1.25505 0.78706 160.19051 -0.00876 -1.00000 14.62455 0.00236 14.21070 0.00220 14.04052 0.00464 0.18143
71.90838 45.10398 19.17808 0.01833 18.26839 0.02916 18.70576 0.03328 -1.00000 0.00000 160.18365 -0.00342 1.25504 0.78721 160.18364 -0.00343 -1.00000 16.97557 0.01286 16.42349 0.01349 16.17774 0.02846 0.02085
71.90685 45.06765 18.79738 0.01384 17.98877 0.02358 18.36430 0.02568 -1.00000 0.00000 160.21068 -0.02772 1.25501 0.78658 160.21066 -0.02772 -1.00000 16.79529 0.01110 16.36141 0.01280 16.13757 0.02748 0.03666
71.90680 45.05097 17.59522 0.00628 16.63507 0.00944 17.09540 0.01088 -1.00000 0.00000 160.22338 -0.03852 1.25501 0.78629 160.22336 -0.03851 -1.00000 15.19906 0.00339 14.50794 0.00275 14.30129 0.00571 0.06147
71.90637 45.07976 18.94226 0.01537 18.20566 0.02778 18.63671 0.03155 -1.00000 0.00000 160.20122 -0.02015 1.25500 0.78679 160.20120 -0.02015 -1.00000 17.09364 0.01421 16.71110 0.01743 16.56124 0.04017 0.05055
71.90705 45.10623 17.24764 0.00513 16.46200 0.00851 16.89103 0.00962 -1.00000 0.00000 160.18132 -0.00268 1.25501 0.78725 160.18132 -0.00268 -1.00000 15.32427 0.00368 14.89713 0.00371 14.71909 0.00802 0.02646
71.90587 45.07424 18.85713 0.01445 17.92578 0.02250 18.47063 0.02781 -1.00000 0.00000 160.20520 -0.02399 1.25499 0.78669 160.20518 -0.02397 -1.00000 16.65189 0.00988 16.15342 0.01066 15.95751 0.02340 0.08556
71.90580 45.09142 19.29333 0.02002 18.49159 0.03473 18.91598 0.03926 -1.00000 0.00000 160.19206 -0.01293 1.25499 0.78699 160.19205 -0.01292 -1.00000 17.19210 0.01544 16.71189 0.01743 16.56274 0.04020 0.04495
71.90414 45.06423 18.77585 0.01362 17.90078 0.02209 18.35720 0.02554 -1.00000 0.00000 160.21205 -0.03139 1.25496 0.78652 160.21204 -0.03138 -1.00000 16.56808 0.00924 15.97849 0.00916 15.76445 0.01972 0.03287
71.90416 45.11083 19.53370 0.02414 18.63001 0.03879 19.02866 0.04296 -1.00000 0.00000 160.17649 -0.00127 1.25496 0.78733 160.17649 -0.00127 -1.00000 17.27866 0.01656 16.79773 0.01879 16.53195 0.03907 0.02189
71.90173 45.05242 18.30957 0.00987 17.47602 0.01630 17.91314 0.01856 -1.00000 0.00000 160.21996 -0.04032 1.25492 0.78631 160.21995 -0.04031 -1.00000 16.26730 0.00730 15.77847 0.00772 15.60110 0.01709 0.06001
71.90202 45.08560 18.69882 0.01290 17.52473 0.01686 18.07876 0.02086 -1.00000 0.00000 160.19478 -0.01872 1.25493 0.78689 160.19475 -0.01872 -1.00000 15.93207 0.00566 15.22015 0.00483 14.98076 0.00999 0.05629
71.90255 45.07936 14.83540 0.00150 13.90701 0.00226 14.39483 0.00262 -1.00000 0.00000 160.19978 -0.02247 1.25494 0.78678 160.19977 -0.02247 -1.00000 12.37416 0.00071 11.79718 0.00050 11.57818 0.00092 0.01161
71.90108 45.08699 19.65632 0.02662 18.75252 0.04283 19.19390 0.04911 -1.00000 0.00000 160.19328 -0.01833 1.25491 0.78692 160.19329 -0.01833 -1.00000 17.37820 0.01807 16.89120 0.02046 16.66797 0.04418 0.05424
71.90080 45.06711 16.98006 0.00442 15.61310 0.00529 16.25839 0.00671 -1.00000 0.00000 160.20833 -0.03133 1.25491 0.78657 160.20833 -0.03131 -1.00000 13.99575 0.00164 13.33578 0.00121 13.09355 0.00232 0.08389
71.89920 45.04966 19.59739 0.02539 18.65973 0.03973 19.14213 0.04708 -1.00000 0.00000 160.22091 -0.04347 1.25488 0.78627 160.22090 -0.04346 -1.00000 17.38808 0.01823 16.86144 0.01997 16.57324 0.04061 0.04606
71.89981 45.08390 19.51120 0.02372 18.50106 0.03499 19.02519 0.04284 -1.00000 0.00000 160.19506 -0.02102 1.25489 0.78686 160.19505 -0.02101 -1.00000 17.06944 0.01392 16.42226 0.01349 16.22939 0.02977 0.03323
71.89866 45.04788 19.77662 0.02932 18.77947 0.04378 19.32330 0.05462 -1.00000 0.00000 160.22203 -0.04490 1.25487 0.78623 160.22200 -0.04488 -1.00000 17.47141 0.01959 16.93974 0.02142 16.69148 0.04519 0.12347
71.89861 45.07601 19.44263 0.02247 17.74706 0.01974 18.60404 0.03077 -1.00000 0.00000 160.20054 -0.02676 1.25487 0.78673 160.20051 -0.02675 -1.00000 15.91619 0.00560 15.25396 0.00496 14.93323 0.00959 0.07826
71.89810 45.05797 16.83497 0.00408 16.21073 0.00735 16.57825 0.00802 -1.00000 0.00000 160.21408 -0.03869 1.25486 0.78641 160.21406 -0.03868 -1.00000 15.23632 0.00347 14.93467 0.00384 14.82500 0.00876 0.05364
71.89804 45.07131 19.60456 0.02554 18.93527 0.04976 19.43490 0.05991 -1.00000 0.00000 160.20387 -0.03010 1.25486 0.78664 160.20389 -0.03005 1.00000 nan nan nan nan nan nan nan
71.89637 45.07947 18.56083 0.01171 17.33329 0.01478 17.94131 0.01893 -1.00000 0.00000 160.19687 -0.02573 1.25483 0.78679 160.19686 -0.02574 -1.00000 15.78520 0.00509 15.05696 0.00423 14.82007 0.00872 0.03553
71.89404 45.07401 17.57599 0.00621 16.71609 0.00992 17.11887 0.01103 -1.00000 0.00000 160.19998 -0.03052 1.25479 0.78669 160.19996 -0.03052 -1.00000 15.38128 0.00383 14.77902 0.00339 14.59403 0.00722 0.02862
71.89483 45.10886 17.57646 0.00621 16.80197 0.01046 17.23706 0.01187 -1.00000 0.00000 160.17374 -0.00757 1.25480 0.78730 160.17374 -0.00757 -1.00000 15.69736 0.00476 15.30971 0.00518 15.15024 0.01152 0.02372
71.89433 45.07603 14.89778 0.00155 14.31587 0.00275 14.64223 0.00295 -1.00000 0.00000 160.19857 -0.02905 1.25479 0.78673 160.19855 -0.02905 -1.00000 13.43303 0.00121 13.18159 0.00110 13.04842 0.00225 0.03014
71.89304 45.04615 16.37795 0.00321 15.62717 0.00533 15.98438 0.00579 -1.00000 0.00000 160.22079 -0.04906 1.25477 0.78620 160.22078 -0.04905 -1.00000 14.47461 0.00225 13.90708 0.00176 13.73207 0.00380 0.05040
71.89265 45.07931 19.65330 0.02655 18.74578 0.04259 19.30132 0.05364 -2.00000 0.00000 160.19530 -0.02784 1.25476 0.78678 160.19528 -0.02784 -1.00000 17.42405 0.01879 16.88532 0.02035 16.66647 0.04406 0.03215
71.89209 45.05969 17.90956 0.00762 17.09324 0.01260 17.55048 0.01452 -1.00000 0.00000 160.21002 -0.04082 1.25475 0.78644 160.20999 -0.04081 -1.00000 15.81560 0.00520 15.37253 0.00548 15.16561 0.01169 0.07139
71.89212 45.08724 16.81081 0.00403 16.11165 0.00695 16.50569 0.00770 -1.00000 0.00000 160.18900 -0.02299 1.25475 0.78692 160.18899 -0.02299 -1.00000 15.04787 0.00307 14.70613 0.00320 14.54894 0.00695 0.01957
71.89196 45.11499 19.70076 0.02758 18.72976 0.04204 19.24926 0.05139 -1.00000 0.00000 160.16776 -0.00515 1.25475 0.78740 160.16776 -0.00516 -1.00000 17.28168 0.01658 16.64000 0.01631 16.46029 0.03653 0.03945
71.89104 45.08150 19.80933 0.03011 18.70207 0.04111 19.29555 0.05338 -1.00000 0.00000 160.19289 -0.02729 1.25474 0.78682 160.19289 -0.02729 -1.00000 17.20085 0.01554 16.50499 0.01450 16.26597 0.03072 0.03365
