# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
72.02272 44.99093 19.80227 0.02955 18.89877 0.04960 19.46803 0.05840 -1.00000 0.00000 160.32213 -0.01470 1.25703 0.78524 160.32210 -0.01469 -2.00000 17.54841 0.02228 17.05956 0.02375 16.77280 0.05135 0.08861
72.02194 44.98277 19.04709 0.01646 18.13773 0.02706 18.71319 0.03204 -1.00000 0.00000 160.32801 -0.02039 1.25702 0.78510 160.32800 -0.02039 -1.00000 16.62333 0.01026 16.13261 0.01045 15.89053 0.02328 0.02174
72.02163 44.98387 19.19135 0.01833 18.36762 0.03233 18.84236 0.03538 -1.00000 0.00000 160.32703 -0.01985 1.25701 0.78512 160.32700 -0.01985 -1.00000 17.15367 0.01591 16.70991 0.01738 16.52093 0.04093 0.08418
72.02134 44.99596 17.39687 0.00559 16.60862 0.00950 17.07439 0.01055 -1.00000 0.00000 160.31766 -0.01220 1.25701 0.78533 160.31764 -0.01220 -1.00000 15.50333 0.00437 15.11396 0.00441 14.96396 0.01037 0.03728
72.02026 45.00065 18.49903 0.01115 17.64468 0.01881 18.16879 0.02148 -1.00000 0.00000 160.31359 -0.00976 1.25699 0.78541 160.31357 -0.00977 -1.00000 16.51642 0.00938 16.06285 0.00982 15.90365 0.02350 0.02586
72.01962 45.01572 17.76830 0.00696 16.94136 0.01169 17.35928 0.01255 -1.00000 0.00000 160.30178 -0.00039 1.25698 0.78567 160.30177 -0.00040 -1.00000 15.76480 0.00526 15.22175 0.00482 15.08561 0.01149 0.02809
72.01739 44.97382 17.93487 0.00771 17.16874 0.01356 17.57528 0.01439 -1.00000 0.00000 160.33277 -0.02862 1.25694 0.78494 160.33276 -0.02862 -1.00000 15.99319 0.00627 15.56993 0.00645 15.44562 0.01574 0.02814
72.01759 45.01069 17.11322 0.00476 16.28369 0.00784 16.76660 0.00881 -1.00000 0.00000 160.30470 -0.00474 1.25694 0.78558 160.30469 -0.00474 -1.00000 15.10208 0.00332 14.64596 0.00304 14.49386 0.00699 0.01398
72.01596 45.00246 19.82548 0.03011 18.78078 0.04502 19.42676 0.05644 -1.00000 0.00000 160.31024 -0.01092 1.25692 0.78544 160.31021 -0.01093 -1.00000 17.20578 0.01658 16.47750 0.01411 16.27091 0.03260 0.07412
72.01603 45.01702 18.98393 0.01571 18.13905 0.02709 18.57614 0.02889 -1.00000 0.00000 160.29914 -0.00149 1.25692 0.78570 160.29913 -0.00149 -1.00000 16.91434 0.01296 16.43288 0.01357 16.25474 0.03212 0.01415
72.01504 44.98627 19.68112 0.02681 18.71097 0.04253 19.30682 0.05117 -1.00000 0.00000 160.32219 -0.02187 1.25690 0.78516 160.32217 -0.02186 -1.00000 17.16963 0.01613 16.61261 0.01593 16.40393 0.03680 0.04414
72.01507 45.00789 18.86718 0.01443 17.93523 0.02324 18.46003 0.02650 -1.00000 0.00000 160.30569 -0.00790 1.25690 0.78554 160.30565 -0.00792 -1.00000 16.58336 0.00989 15.98470 0.00917 15.78545 0.02114 0.10150
72.01400 44.99363 19.45511 0.02244 18.44540 0.03437 19.08736 0.04289 -1.00000 0.00000 160.31610 -0.01767 1.25688 0.78529 160.31608 -0.01767 -1.00000 16.93241 0.01319 16.38509 0.01301 16.26549 0.03245 0.02276
72.01397 44.99588 18.49233 0.01110 17.55122 0.01760 18.15951 0.02134 -1.00000 0.00000 160.31436 -0.01624 1.25688 0.78533 160.31435 -0.01624 -1.00000 16.11301 0.00684 15.66137 0.00695 15.46380 0.01594 0.01675
72.01346 45.00045 17.50548 0.00595 16.75908 0.01042 17.20403 0.01140 -1.00000 0.00000 160.31064 -0.01357 1.25687 0.78541 160.31063 -0.01357 -1.00000 15.67675 0.00494 15.28778 0.00508 15.14807 0.01212 0.00522
72.00974 44.99917 19.54120 0.02400 18.73791 0.04347 19.24272 0.04858 -1.00000 0.00000 160.30992 -0.01641 1.25681 0.78538 160.30991 -0.01640 -1.00000 17.45755 0.02058 16.89139 0.02039 16.68889 0.04748 0.02975
72.01002 45.02383 15.03372 0.00166 14.01150 0.00242 14.56744 0.00285 -1.00000 0.00000 160.29121 -0.00035 1.25681 0.78581 160.29120 -0.00036 -1.00000 12.38361 0.00073 11.70614 0.00048 11.43538 0.00088 0.02411
72.00659 44.97821 18.25715 0.00948 17.28275 0.01463 17.87915 0.01758 -1.00000 0.00000 160.32449 -0.03163 1.25675 0.78502 160.32448 -0.03162 -1.00000 15.81435 0.00549 15.29627 0.00513 15.07928 0.01145 0.03520
72.00728 45.02137 18.74626 0.01324 17.85159 0.02184 18.38515 0.02509 -1.00000 0.00000 160.29183 -0.00341 1.25676 0.78577 160.29182 -0.00342 -1.00000 16.40932 0.00860 15.94041 0.00884 15.70871 0.01975 0.02698
72.00463 44.98831 19.62537 0.02565 18.64710 0.04038 19.20046 0.04695 -1.00000 0.00000 160.31589 -0.02617 1.25672 0.78519 160.31587 -0.02617 -1.00000 17.26464 0.01747 16.72523 0.01759 16.47324 0.03911 0.03757
72.00509 45.01529 16.71195 0.00383 15.95062 0.00649 16.36407 0.00704 -1.00000 0.00000 160.29548 -0.00851 1.25673 0.78566 160.29548 -0.00851 -1.00000 14.88696 0.00288 14.42147 0.00256 14.26918 0.00581 0.01434
72.00460 45.02371 19.93173 0.03283 18.98763 0.05339 19.59694 0.06499 -1.00000 0.00000 160.28882 -0.00335 1.25672 0.78581 160.28883 -0.00336 -1.00000 17.57465 0.02271 16.97080 0.02195 16.85551 0.05522 0.05905
72.00301 44.96786 19.94542 0.03320 18.70578 0.04235 19.45136 0.05760 -1.00000 0.00000 160.33077 -0.04024 1.25669 0.78484 160.33076 -0.04025 -1.00000 17.12122 0.01554 16.37270 0.01291 16.18490 0.03027 0.02169
72.00376 45.02812 19.88680 0.03165 18.92710 0.05078 19.46054 0.05804 -1.00000 0.00000 160.28507 -0.00095 1.25670 0.78589 160.28507 -0.00096 -1.00000 17.68136 0.02491 17.17992 0.02653 17.04794 0.06582 0.02751
72.00118 45.01132 18.01750 0.00813 17.20765 0.01391 17.70383 0.01564 -1.00000 0.00000 160.29673 -0.01319 1.25666 0.78560 160.29672 -0.01320 -1.00000 16.01281 0.00633 15.61884 0.00669 15.41796 0.01528 0.01927
72.00084 45.00878 18.49192 0.01109 17.63234 0.01864 18.08148 0.02020 -1.00000 0.00000 160.29851 -0.01501 1.25665 0.78555 160.29851 -0.01502 -1.00000 16.26655 0.00769 15.65077 0.00688 15.48185 0.01616 0.01074
72.00101 45.02786 19.58033 0.02475 18.69395 0.04194 19.28512 0.05028 -1.00000 0.00000 160.28402 -0.00261 1.25665 0.78588 160.28399 -0.00262 -1.00000 17.32141 0.01826 16.88172 0.02029 16.76086 0.05070 0.06056
72.00044 45.01574 18.67069 0.01255 17.91621 0.02291 18.44691 0.02625 -1.00000 0.00000 160.29302 -0.01074 1.25664 0.78567 160.29299 -0.01076 -2.00000 16.75840 0.01139 16.37192 0.01284 16.23905 0.03160 0.09059
71.99933 45.01722 19.16326 0.01795 18.31172 0.03095 18.72309 0.03228 -1.00000 0.00000 160.29138 -0.01038 1.25663 0.78570 160.29137 -0.01038 -1.00000 17.12148 0.01541 16.65327 0.01648 16.53411 0.04122 0.01696
71.99905 45.01286 18.96982 0.01555 18.09693 0.02624 18.64390 0.03040 -1.00000 0.00000 160.29458 -0.01335 1.25662 0.78562 160.29457 -0.01335 -1.00000 16.70879 0.01094 16.18374 0.01088 16.01277 0.02581 0.00290
71.99756 44.96897 19.30230 0.01994 18.34900 0.03186 18.98050 0.03941 -1.00000 0.00000 160.32743 -0.04247 1.25659 0.78486 160.32741 -0.04247 -1.00000 17.02364 0.01431 16.49467 0.01437 16.32762 0.03437 0.03702
71.99718 44.99963 18.61412 0.01207 17.75932 0.02042 18.23876 0.02257 -1.00000 0.00000 160.30383 -0.02289 1.25659 0.78539 160.30381 -0.02289 -1.00000 16.44121 0.00883 15.94964 0.00888 15.75130 0.02048 0.03844
71.99649 44.96789 18.61637 0.01209 17.84735 0.02178 18.24305 0.02264 -1.00000 0.00000 160.32777 -0.04375 1.25658 0.78484 160.32775 -0.04375 -1.00000 16.69474 0.01090 16.29797 0.01208 16.23303 0.03158 0.02596
71.99623 44.98575 17.88023 0.00746 17.11366 0.01307 17.51732 0.01386 -1.00000 0.00000 160.31401 -0.03237 1.25657 0.78515 160.31399 -0.03236 -1.00000 15.98575 0.00622 15.57444 0.00646 15.39415 0.01499 0.03255
71.99659 45.00651 17.64359 0.00646 16.86910 0.01117 17.30048 0.01210 -1.00000 0.00000 160.29831 -0.01877 1.25658 0.78551 160.29830 -0.01878 -1.00000 15.79680 0.00539 15.37273 0.00544 15.21074 0.01276 0.01137
71.99321 45.01615 18.49805 0.01114 17.70121 0.01958 18.15948 0.02134 -1.00000 0.00000 160.28941 -0.01438 1.25652 0.78568 160.28940 -0.01438 -1.00000 16.54598 0.00959 16.06554 0.00982 15.89751 0.02328 0.01210
71.99274 44.99916 17.55649 0.00613 16.70246 0.01007 17.25917 0.01179 -1.00000 0.00000 160.30217 -0.02559 1.25651 0.78538 160.30216 -0.02560 -1.00000 15.48016 0.00430 15.04027 0.00415 14.84949 0.00938 0.01416
71.99174 44.96743 16.06209 0.00274 14.95934 0.00386 15.59702 0.00472 -1.00000 0.00000 160.32595 -0.04661 1.25649 0.78483 160.32594 -0.04660 -1.00000 13.22188 0.00112 12.52986 0.00074 12.29168 0.00144 0.01540
71.99098 44.97475 19.41684 0.02178 18.51860 0.03643 19.00264 0.04010 -1.00000 0.00000 160.32001 -0.04229 1.25648 0.78496 160.32000 -0.04229 -1.00000 17.18780 0.01642 16.66975 0.01675 16.50737 0.04035 0.02791
71.98789 44.96079 18.74248 0.01320 17.94268 0.02337 18.37235 0.02485 -1.00000 0.00000 160.32926 -0.05297 1.25643 0.78471 160.32924 -0.05297 -1.00000 16.82307 0.01212 16.38008 0.01299 16.29958 0.03351 0.05618
71.98845 45.02055 17.67936 0.00660 16.94150 0.01169 17.37246 0.01265 -1.00000 0.00000 160.28387 -0.01411 1.25644 0.78576 160.28386 -0.01412 -1.00000 15.87541 0.00571 15.51908 0.00616 15.35048 0.01440 0.01923
71.98710 45.00079 18.63923 0.01228 17.86734 0.02210 18.40820 0.02551 -1.00000 0.00000 160.29835 -0.02759 1.25641 0.78541 160.29833 -0.02760 -1.00000 16.62409 0.01023 16.30933 0.01214 15.99820 0.02548 0.03570
71.98732 45.01817 19.81295 0.02981 18.95223 0.05184 19.37006 0.05388 -1.00000 0.00000 160.28518 -0.01625 1.25642 0.78572 160.28516 -0.01626 -1.00000 17.61670 0.02356 17.13005 0.02524 17.00392 0.06299 0.02571
71.98625 45.01050 19.93870 0.03302 18.97673 0.05291 19.47957 0.05895 -1.00000 0.00000 160.29054 -0.02178 1.25640 0.78558 160.29052 -0.02179 -1.00000 17.56303 0.02249 16.97376 0.02190 16.81647 0.05314 0.05042
71.98563 45.01249 19.93157 0.03283 18.81187 0.04618 19.51007 0.06046 -1.00000 0.00000 160.28874 -0.02083 1.25639 0.78562 160.28874 -0.02083 -1.00000 17.30151 0.01796 16.55760 0.01511 16.26854 0.03241 0.02607
71.98477 44.96881 16.94929 0.00435 16.26107 0.00774 16.69239 0.00845 -1.00000 0.00000 160.32171 -0.04948 1.25637 0.78485 160.32170 -0.04948 -1.00000 15.28599 0.00378 14.96930 0.00393 14.83810 0.00931 0.02852
71.98363 44.98880 18.86379 0.01440 18.00119 0.02441 18.48764 0.02705 -1.00000 0.00000 160.30592 -0.03720 1.25635 0.78520 160.30591 -0.03719 -1.00000 16.83269 0.01216 16.35270 0.01262 16.19616 0.03043 0.03124
71.97942 44.95366 18.20324 0.00915 17.34671 0.01528 17.79055 0.01657 -1.00000 0.00000 160.33085 -0.06215 1.25628 0.78459 160.33083 -0.06215 -1.00000 16.03191 0.00648 15.48962 0.00604 15.32441 0.01414 0.06146
71.98005 45.00594 17.48290 0.00587 16.71408 0.01014 17.08446 0.01061 -1.00000 0.00000 160.29120 -0.02807 1.25629 0.78550 160.29117 -0.02807 -2.00000 15.51317 0.00439 14.98110 0.00395 14.80370 0.00901 0.05558
71.97982 45.00982 17.50680 0.00596 16.87032 0.01118 17.31266 0.01219 -1.00000 0.00000 160.28813 -0.02569 1.25628 0.78557 160.28811 -0.02569 -1.00000 15.85181 0.00561 15.59630 0.00656 15.50575 0.01646 0.02586
71.97870 45.00398 18.91980 0.01499 18.05276 0.02537 18.54703 0.02827 -1.00000 0.00000 160.29208 -0.03007 1.25627 0.78547 160.29207 -0.03008 -1.00000 16.84003 0.01220 16.30193 0.01205 16.19356 0.03030 0.01592
71.97778 44.97092 16.92148 0.00428 16.21836 0.00755 16.60485 0.00804 -1.00000 0.00000 160.31691 -0.05190 1.25625 0.78489 160.31689 -0.05190 -1.00000 15.19731 0.00355 14.84444 0.00355 14.72330 0.00845 0.03644
71.97743 44.98385 17.53591 0.00606 16.77788 0.01055 17.17176 0.01118 -1.00000 0.00000 160.30688 -0.04375 1.25624 0.78512 160.30687 -0.04374 -1.00000 15.63963 0.00482 15.23374 0.00485 15.07491 0.01136 0.03366
71.97665 44.96127 18.64772 0.01235 17.87392 0.02221 18.29814 0.02355 -1.00000 0.00000 160.32377 -0.05874 1.25623 0.78472 160.32377 -0.05873 -1.00000 16.60845 0.01017 16.13496 0.01047 16.00148 0.02563 0.04825
71.97651 44.97267 19.98476 0.03429 19.12506 0.05990 19.56782 0.06343 -1.00000 0.00000 160.31500 -0.05146 1.25623 0.78492 160.31498 -0.05145 -1.00000 17.64106 0.02424 17.06583 0.02385 17.00230 0.06305 0.06884
71.97631 44.97646 18.34727 0.01006 17.52465 0.01728 17.97271 0.01874 -1.00000 0.00000 160.31201 -0.04912 1.25622 0.78499 160.31199 -0.04911 -1.00000 16.31795 0.00805 15.84739 0.00814 15.65963 0.01890 0.05217
71.97478 44.96977 19.51718 0.02355 18.20617 0.02852 18.86839 0.03610 -1.00000 0.00000 160.31642 -0.05426 1.25620 0.78487 160.31641 -0.05425 -1.00000 16.53831 0.00960 15.79302 0.00778 15.54282 0.01706 0.06897
71.97478 44.99606 19.33654 0.02047 18.28606 0.03034 18.89418 0.03684 -1.00000 0.00000 160.29634 -0.03730 1.25620 0.78533 160.29632 -0.03730 -1.00000 16.86692 0.01248 16.13658 0.01043 15.92633 0.02388 0.04855
71.97225 44.96544 18.61321 0.01206 17.80740 0.02115 18.24839 0.02273 -1.00000 0.00000 160.31857 -0.05842 1.25615 0.78480 160.31856 -0.05841 -1.00000 16.54929 0.00969 16.05201 0.00973 15.87850 0.02294 0.05343
71.97212 44.98497 19.61088 0.02536 18.03909 0.02511 18.84653 0.03550 -1.00000 0.00000 160.30360 -0.04589 1.25615 0.78514 160.30356 -0.04590 -1.00000 16.22069 0.00744 15.59114 0.00653 15.25499 0.01325 0.11067
71.97257 45.02811 17.45023 0.00576 16.50604 0.00893 16.99266 0.01005 -1.00000 0.00000 160.27085 -0.01780 1.25616 0.78589 160.27084 -0.01781 -1.00000 15.12528 0.00337 14.46760 0.00266 14.28363 0.00587 0.01785
71.97052 44.96707 19.34967 0.02068 18.45999 0.03477 18.95096 0.03851 -1.00000 0.00000 160.31654 -0.05831 1.25612 0.78482 160.31652 -0.05832 -1.00000 17.06602 0.01482 16.40416 0.01324 16.18479 0.03013 0.04350
71.97020 44.97048 17.37640 0.00552 16.64809 0.00974 17.07595 0.01056 -1.00000 0.00000 160.31379 -0.05628 1.25612 0.78488 160.31377 -0.05628 -1.00000 15.58126 0.00464 15.23546 0.00487 15.07778 0.01139 0.02172
71.97032 44.97321 16.84861 0.00412 16.08353 0.00699 16.46633 0.00745 -1.00000 0.00000 160.31175 -0.05446 1.25612 0.78493 160.31173 -0.05445 -1.00000 14.95066 0.00302 14.42971 0.00258 14.28163 0.00587 0.04186
71.97023 44.99190 16.90108 0.00424 16.10688 0.00709 16.55390 0.00782 -1.00000 0.00000 160.29744 -0.04244 1.25612 0.78526 160.29743 -0.04244 -1.00000 14.96632 0.00304 14.51525 0.00274 14.38670 0.00638 0.01836
71.96821 44.98199 19.30888 0.02004 18.33126 0.03142 18.89671 0.03691 -1.00000 0.00000 160.30409 -0.04992 1.25608 0.78508 160.30407 -0.04993 -1.00000 16.85525 0.01239 16.30966 0.01215 16.15536 0.02929 0.02595
71.96729 44.94488 19.32964 0.02036 18.41073 0.03344 18.96930 0.03906 -1.00000 0.00000 160.33201 -0.07438 1.25607 0.78444 160.33198 -0.07437 -1.00000 16.99999 0.01408 16.51927 0.01473 16.44203 0.03802 0.06889
71.96894 45.01525 18.58433 0.01182 17.70085 0.01958 18.24919 0.02274 -1.00000 0.00000 160.27902 -0.02806 1.25610 0.78566 160.27900 -0.02805 -1.00000 16.46837 0.00900 16.06052 0.00975 15.91269 0.02351 0.03894
71.96911 45.01305 17.21757 0.00505 16.47990 0.00880 16.90244 0.00953 -1.00000 0.00000 160.28078 -0.02939 1.25610 0.78563 160.28077 -0.02940 -1.00000 15.42979 0.00414 15.03980 0.00413 14.90782 0.00981 0.01572
71.96845 45.00208 19.16834 0.01802 18.26636 0.02988 18.89985 0.03700 -1.00000 0.00000 160.28886 -0.03683 1.25609 0.78543 160.28883 -0.03683 -1.00000 17.20521 0.01655 16.80545 0.01881 16.66350 0.04617 0.06459
71.96767 44.95795 18.16101 0.00891 17.19239 0.01377 17.70988 0.01570 -1.00000 0.00000 160.32220 -0.06574 1.25607 0.78466 160.32220 -0.06572 -1.00000 15.80408 0.00546 15.15388 0.00457 14.94489 0.01018 0.05230
71.96748 44.98032 19.48624 0.02299 18.67222 0.04121 19.08772 0.04290 -1.00000 0.00000 160.30503 -0.05140 1.25607 0.78505 160.30501 -0.05139 -2.00000 17.23749 0.01709 16.78038 0.01843 16.58736 0.04319 0.05657
71.96794 45.02315 19.46440 0.02260 18.49554 0.03576 19.06938 0.04228 -1.00000 0.00000 160.27253 -0.02350 1.25608 0.78580 160.27252 -0.02351 -1.00000 17.01792 0.01413 16.46649 0.01395 16.26907 0.03236 0.03210
71.96642 44.94945 19.24656 0.01911 18.31968 0.03114 18.79610 0.03414 -1.00000 0.00000 160.32812 -0.07190 1.25605 0.78452 160.32810 -0.07189 -1.00000 16.86519 0.01257 16.20150 0.01112 16.04937 0.02672 0.06907
71.96699 44.98442 19.81219 0.02979 18.82305 0.04660 19.32428 0.05190 -1.00000 0.00000 160.30167 -0.04902 1.25606 0.78513 160.30166 -0.04901 -1.00000 17.24670 0.01721 16.48192 0.01413 16.28220 0.03280 0.05047
71.96605 44.95324 18.87834 0.01455 18.08887 0.02608 18.54098 0.02814 -1.00000 0.00000 160.32506 -0.06966 1.25604 0.78458 160.32504 -0.06964 -1.00000 16.89191 0.01284 16.38281 0.01303 16.31992 0.03403 0.07053
71.96558 44.97437 17.51759 0.00599 16.64761 0.00973 17.08959 0.01064 -1.00000 0.00000 160.30870 -0.05627 1.25604 0.78495 160.30869 -0.05626 -1.00000 15.36204 0.00397 14.76349 0.00333 14.59791 0.00759 0.03106
71.96548 44.97673 17.04630 0.00459 16.30524 0.00794 16.73559 0.00866 -1.00000 0.00000 160.30686 -0.05479 1.25603 0.78499 160.30684 -0.05479 -1.00000 15.23831 0.00365 14.83967 0.00353 14.71535 0.00837 0.04498
71.96537 45.00161 18.02002 0.00814 17.19978 0.01384 17.65963 0.01519 -2.00000 0.00000 160.28780 -0.03879 1.25603 0.78543 160.28781 -0.03879 -1.00000 15.96182 0.00609 15.49015 0.00599 15.33022 0.01410 0.03529
71.96473 44.99553 19.58842 0.02491 18.65904 0.04077 19.14088 0.04476 -1.00000 0.00000 160.29216 -0.04307 1.25602 0.78532 160.29213 -0.04305 -1.00000 17.21562 0.01671 16.75592 0.01799 16.61138 0.04404 0.07893
71.96449 44.99670 19.66426 0.02646 18.72634 0.04306 19.15773 0.04537 -1.00000 0.00000 160.29115 -0.04244 1.25602 0.78534 160.29113 -0.04244 -1.00000 17.29387 0.01786 16.69949 0.01711 16.51153 0.04024 0.05773
71.96363 44.97262 18.36491 0.01018 17.50127 0.01700 18.00521 0.01916 -1.00000 0.00000 160.30915 -0.05845 1.25600 0.78492 160.30913 -0.05845 -1.00000 16.25670 0.00767 15.70026 0.00718 15.51951 0.01668 0.02551
