# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
71.80361 45.10218 19.98268 0.03471 18.92679 0.04941 19.45300 0.06083 -1.00000 0.00000 160.13721 -0.06100 1.25321 0.78718 160.13720 -0.06100 -1.00000 17.67551 0.02168 17.14418 0.02421 16.95981 0.05369 0.02168
71.80322 45.08057 19.78956 0.02963 18.84074 0.04603 19.43215 0.05978 -1.00000 0.00000 160.15350 -0.07519 1.25320 0.78680 160.15349 -0.07517 -1.00000 17.33671 0.01634 16.82486 0.01826 16.57824 0.03815 0.08791
71.80336 45.15690 18.18231 0.00907 17.29766 0.01443 17.72977 0.01636 -1.00000 0.00000 160.09538 -0.02573 1.25321 0.78814 160.09539 -0.02572 -1.00000 15.93872 0.00533 15.34561 0.00504 15.19014 0.01109 0.09173
71.80434 45.16323 14.46448 0.00126 13.84341 0.00219 14.15635 0.00234 -1.00000 0.00000 160.09099 -0.02110 1.25322 0.78825 160.09100 -0.02110 -1.00000 12.92079 0.00090 12.59294 0.00076 12.47104 0.00148 0.07401
71.80119 45.12431 19.65928 0.02668 18.77449 0.04360 19.23089 0.05062 -1.00000 0.00000 160.11923 -0.04798 1.25317 0.78757 160.11922 -0.04799 -1.00000 17.21538 0.01457 16.73083 0.01665 16.45776 0.03400 0.01491
71.80047 45.14340 19.26553 0.01959 18.18439 0.02733 18.87025 0.03786 -1.00000 0.00000 160.10434 -0.03601 1.25315 0.78790 160.10435 -0.03602 -1.00000 16.58607 0.00870 15.98286 0.00862 15.72614 0.01768 0.03680
71.79907 45.10148 19.10656 0.01737 18.16309 0.02689 18.62941 0.03138 -1.00000 0.00000 160.13566 -0.06389 1.25313 0.78717 160.13566 -0.06389 -1.00000 16.89051 0.01121 16.34174 0.01187 16.19167 0.02688 0.04113
71.79970 45.12902 17.86825 0.00742 16.98320 0.01173 17.46442 0.01373 -1.00000 0.00000 160.11495 -0.04573 1.25314 0.78765 160.11496 -0.04573 -1.00000 15.63730 0.00432 15.12111 0.00422 14.94255 0.00905 0.06646
71.79929 45.09156 16.33561 0.00314 15.63113 0.00534 16.02754 0.00592 -1.00000 0.00000 160.14333 -0.07020 1.25313 0.78700 160.14332 -0.07020 -1.00000 14.56383 0.00219 14.20161 0.00211 14.07058 0.00450 0.02517
71.79842 45.11132 19.33860 0.02073 18.36791 0.03150 18.87826 0.03810 -1.00000 0.00000 160.12786 -0.05787 1.25312 0.78734 160.12786 -0.05787 -1.00000 16.95097 0.01175 16.33957 0.01182 16.16858 0.02629 0.01947
71.79952 45.15853 17.01168 0.00450 16.21916 0.00739 16.67050 0.00845 -1.00000 0.00000 160.09237 -0.02674 1.25314 0.78816 160.09238 -0.02673 -1.00000 15.04404 0.00291 14.64430 0.00289 14.48023 0.00614 0.06455
71.79663 45.10303 16.74004 0.00388 15.96626 0.00641 16.38518 0.00719 -1.00000 0.00000 160.13337 -0.06421 1.25309 0.78720 160.13337 -0.06420 -1.00000 14.80231 0.00252 14.39904 0.00243 14.26113 0.00521 0.04275
71.79502 45.10564 19.70694 0.02772 18.66249 0.03981 19.25445 0.05161 -1.00000 0.00000 160.13065 -0.06338 1.25306 0.78724 160.13064 -0.06338 -1.00000 17.04333 0.01268 16.32388 0.01166 16.09309 0.02458 0.01953
71.79278 45.15655 19.73184 0.02828 18.75908 0.04306 19.32351 0.05463 -1.00000 0.00000 160.09081 -0.03164 1.25302 0.78813 160.09081 -0.03162 -1.00000 17.29754 0.01549 16.77024 0.01710 16.54905 0.03654 0.07627
71.79121 45.11373 17.28254 0.00523 16.57337 0.00910 16.97256 0.01010 -1.00000 0.00000 160.12273 -0.06019 1.25299 0.78738 160.12273 -0.06019 -1.00000 15.50896 0.00396 15.18094 0.00443 15.03480 0.00978 0.04849
71.79216 45.12494 14.61353 0.00135 13.51925 0.00188 14.13244 0.00231 -1.00000 0.00000 160.11462 -0.05243 1.25301 0.78758 160.11462 -0.05243 -1.00000 11.69907 0.00050 11.12824 0.00035 10.75829 0.00059 0.02801
71.79062 45.10138 18.03023 0.00822 17.19469 0.01347 17.58379 0.01484 -1.00000 0.00000 160.13188 -0.06850 1.25298 0.78717 160.13187 -0.06851 -1.00000 15.95347 0.00543 15.35974 0.00514 15.18766 0.01115 0.00770
71.79051 45.08593 16.40833 0.00326 15.39659 0.00472 15.85239 0.00540 -1.00000 0.00000 160.14360 -0.07856 1.25298 0.78690 160.14361 -0.07856 -1.00000 14.01677 0.00161 13.35044 0.00119 13.15639 0.00232 0.04113
71.79044 45.09553 14.46694 0.00126 13.98920 0.00235 14.30788 0.00251 -1.00000 0.00000 160.13626 -0.07239 1.25298 0.78707 160.13626 -0.07239 -1.00000 13.20420 0.00105 13.02314 0.00098 12.92875 0.00199 0.03637
71.78910 45.11458 19.23061 0.01908 18.31239 0.03017 18.78341 0.03536 -1.00000 0.00000 160.12112 -0.06078 1.25296 0.78740 160.12112 -0.06078 -1.00000 17.00827 0.01228 16.60875 0.01491 16.42706 0.03303 0.03867
71.78799 45.15984 18.14218 0.00883 17.20906 0.01360 17.75751 0.01668 -1.00000 0.00000 160.08611 -0.03208 1.25294 0.78819 160.08612 -0.03207 -1.00000 15.82229 0.00489 15.31556 0.00490 15.12087 0.01041 0.04509
71.78571 45.09544 18.90001 0.01490 18.05967 0.02486 18.57820 0.03017 -1.00000 0.00000 160.13417 -0.07499 1.25290 0.78706 160.13417 -0.07500 -1.00000 16.77252 0.01016 16.30767 0.01148 16.13438 0.02545 0.03527
71.78767 45.10564 13.34635 0.00075 12.91981 0.00142 13.15932 0.00146 -1.00000 0.00000 160.12729 -0.06734 1.25293 0.78724 160.12729 -0.06734 -1.00000 12.24594 0.00065 12.12080 0.00059 12.02962 0.00115 0.04268
71.78677 45.12907 15.02647 0.00164 14.32039 0.00276 14.70361 0.00304 -1.00000 0.00000 160.10901 -0.05265 1.25292 0.78765 160.10902 -0.05266 -1.00000 13.26985 0.00108 12.92810 0.00092 12.79250 0.00182 0.07493
71.78484 45.09909 19.91793 0.03291 18.82066 0.04528 19.29603 0.05340 -1.00000 0.00000 160.13098 -0.07310 1.25288 0.78713 160.13098 -0.07309 -1.00000 17.05823 0.01282 16.31423 0.01154 16.04354 0.02347 0.04862
71.78317 45.08850 19.86224 0.03144 18.97612 0.05147 19.52280 0.06448 -1.00000 0.00000 160.13830 -0.08086 1.25285 0.78694 160.13827 -0.08086 -1.00000 17.73091 0.02266 17.16851 0.02466 17.03486 0.05721 0.05393
71.78367 45.12051 19.10723 0.01738 18.07277 0.02511 18.66825 0.03233 -1.00000 0.00000 160.11412 -0.05986 1.25286 0.78750 160.11412 -0.05985 -1.00000 16.58021 0.00868 15.95574 0.00843 15.68944 0.01713 0.05074
71.78306 45.11801 19.37262 0.02128 18.47558 0.03429 18.89774 0.03869 -1.00000 0.00000 160.11575 -0.06181 1.25285 0.78746 160.11576 -0.06182 -1.00000 17.07252 0.01292 16.53840 0.01399 16.33510 0.03036 0.07545
71.78138 45.09774 18.38264 0.01036 17.62615 0.01811 18.10319 0.02122 -1.00000 0.00000 160.13043 -0.07583 1.25282 0.78710 160.13043 -0.07583 -1.00000 16.39963 0.00757 16.09160 0.00952 15.92577 0.02114 0.04109
71.78202 45.13074 16.58309 0.00357 15.84980 0.00601 16.20107 0.00650 -1.00000 0.00000 160.10557 -0.05413 1.25283 0.78768 160.10558 -0.05413 -1.00000 14.75586 0.00244 14.28362 0.00222 14.15071 0.00475 0.07245
71.78113 45.11950 18.33091 0.01001 17.41044 0.01558 17.93645 0.01886 -1.00000 0.00000 160.11373 -0.06188 1.25282 0.78748 160.11373 -0.06188 -1.00000 16.10000 0.00602 15.61218 0.00630 15.42786 0.01365 0.02833
71.77774 45.14487 19.63089 0.02608 18.58512 0.03741 19.18672 0.04882 -1.00000 0.00000 160.09285 -0.04728 1.25276 0.78793 160.09285 -0.04728 -1.00000 17.09833 0.01314 16.59754 0.01469 16.37555 0.03131 0.01966
71.77679 45.10909 17.99229 0.00802 17.22024 0.01370 17.61942 0.01520 -1.00000 0.00000 160.11969 -0.07096 1.25274 0.78730 160.11969 -0.07096 -1.00000 15.96709 0.00547 15.48933 0.00570 15.32531 0.01250 0.04178
71.77401 45.14147 19.76975 0.02916 18.67897 0.04035 19.21595 0.05000 -1.00000 0.00000 160.09374 -0.05149 1.25269 0.78787 160.09375 -0.05150 -1.00000 17.19240 0.01421 16.63997 0.01527 16.37286 0.03125 0.05601
71.77375 45.11241 17.46027 0.00580 16.62578 0.00939 17.10849 0.01096 -1.00000 0.00000 160.11576 -0.07044 1.25269 0.78736 160.11577 -0.07045 -1.00000 15.40724 0.00370 14.95197 0.00369 15.26496 0.01187 0.04099
