# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
71.75167 45.11677 19.54145 0.02466 18.57890 0.03754 19.09570 0.04165 -1.00000 0.00000 160.10235 -0.07950 1.25230 0.78744 160.10235 -0.07951 -1.00000 17.10308 0.01324 16.55222 0.01423 16.43156 0.03304 0.04022
71.75627 45.10926 14.77392 0.00145 14.05387 0.00242 14.40748 0.00260 -1.00000 0.00000 160.11018 -0.08188 1.25238 0.78730 160.11018 -0.08189 -1.00000 13.04773 0.00097 12.62562 0.00077 12.49100 0.00151 0.04670
71.88438 45.11852 19.66621 0.02683 18.72420 0.04185 19.29642 0.05342 -1.00000 0.00000 160.16160 -0.00695 1.25462 0.78747 160.16161 -0.00696 -1.00000 17.26702 0.01636 16.77812 0.01841 16.52814 0.03877 0.04695
71.88304 45.12293 19.14794 0.01792 18.21537 0.02799 18.78637 0.03544 -1.00000 0.00000 160.15763 -0.00482 1.25460 0.78754 160.15763 -0.00482 -1.00000 16.90388 0.01206 16.47866 0.01410 16.22547 0.02953 0.04197
71.88242 45.12164 17.53670 0.00607 16.74293 0.01009 17.12258 0.01106 -1.00000 0.00000 160.15833 -0.00599 1.25459 0.78752 160.15834 -0.00600 -2.00000 15.58802 0.00440 15.06751 0.00424 14.90155 0.00930 0.07133
71.88172 45.11475 18.61545 0.01216 17.69680 0.01904 18.15109 0.02197 -1.00000 0.00000 160.16327 -0.01082 1.25457 0.78740 160.16327 -0.01082 -1.00000 16.35493 0.00778 15.83702 0.00807 15.67315 0.01809 0.05884
71.87882 45.11433 18.84068 0.01428 17.92502 0.02249 18.46283 0.02764 -1.00000 0.00000 160.16227 -0.01266 1.25452 0.78739 160.16227 -0.01265 -1.00000 16.57472 0.00925 16.08222 0.00997 15.91164 0.02231 0.04932
71.87569 45.12911 18.28299 0.00969 17.38754 0.01534 17.93066 0.01879 -1.00000 0.00000 160.14956 -0.00478 1.25447 0.78765 160.14957 -0.00479 -1.00000 16.13854 0.00657 15.71880 0.00728 15.51907 0.01577 0.07190
71.87278 45.10792 16.97367 0.00440 16.30922 0.00778 16.73046 0.00875 -1.00000 0.00000 160.16440 -0.02005 1.25442 0.78728 160.16441 -0.02005 -1.00000 15.26547 0.00353 14.96345 0.00390 14.79933 0.00852 0.06625
71.87200 45.12447 19.99684 0.03512 18.93198 0.04962 19.53333 0.06506 -1.00000 0.00000 160.15142 -0.00977 1.25440 0.78757 160.15143 -0.00978 -2.00000 17.55737 0.02092 16.96604 0.02174 16.75077 0.04725 0.09921
71.87079 45.13278 18.39254 0.01043 17.49934 0.01657 17.98828 0.01956 -1.00000 0.00000 160.14453 -0.00505 1.25438 0.78772 160.14454 -0.00506 -1.00000 16.20398 0.00689 15.74124 0.00741 15.49555 0.01543 0.06191
71.86008 45.09767 16.83413 0.00408 16.24559 0.00750 16.65915 0.00840 -1.00000 0.00000 160.16642 -0.03351 1.25420 0.78710 160.16643 -0.03352 -1.00000 15.31680 0.00366 15.09406 0.00435 14.94236 0.00960 0.03322
71.86023 45.14570 19.67553 0.02703 18.64604 0.03929 19.26586 0.05209 -1.00000 0.00000 160.12985 -0.00238 1.25420 0.78794 160.12986 -0.00239 -1.00000 17.23465 0.01582 16.64993 0.01636 16.44111 0.03559 0.08562
71.85947 45.11946 19.89411 0.03227 18.83028 0.04564 19.46730 0.06156 -1.00000 0.00000 160.14952 -0.01976 1.25418 0.78748 160.14954 -0.01976 -1.00000 17.30041 0.01682 16.66289 0.01663 16.50742 0.03787 0.08336
71.85746 45.10194 19.86747 0.03157 18.89926 0.04830 19.50332 0.06344 -1.00000 0.00000 160.16197 -0.03216 1.25415 0.78718 160.16197 -0.03217 1.00000 nan nan nan nan nan nan nan
71.85655 45.14805 19.95795 0.03401 18.89310 0.04806 19.35514 0.05607 -1.00000 0.00000 160.12639 -0.00284 1.25413 0.78798 160.12640 -0.00285 -1.00000 17.19973 0.01537 16.43821 0.01357 16.13055 0.02692 0.08773
71.85590 45.11418 18.03451 0.00824 17.29380 0.01439 17.75378 0.01663 -1.00000 0.00000 160.15192 -0.02509 1.25412 0.78739 160.15192 -0.02509 -1.00000 16.17744 0.00679 15.88799 0.00845 15.71509 0.01869 0.03052
71.85699 45.12930 14.49847 0.00128 13.47505 0.00184 14.03509 0.00221 -1.00000 0.00000 160.14089 -0.01473 1.25414 0.78765 160.14090 -0.01474 -1.00000 11.81235 0.00054 11.33757 0.00040 10.90790 0.00064 0.07492
71.85461 45.13635 17.99644 0.00804 17.29556 0.01441 17.75896 0.01669 -1.00000 0.00000 160.13442 -0.01145 1.25410 0.78778 160.13444 -0.01146 -1.00000 16.19556 0.00685 15.90006 0.00851 15.74737 0.01918 0.07892
71.85263 45.13917 19.87133 0.03167 18.87251 0.04725 19.45947 0.06116 -1.00000 0.00000 160.13137 -0.01069 1.25407 0.78783 160.13139 -0.01071 -1.00000 17.47126 0.01940 16.94125 0.02129 16.85988 0.05191 0.12885
71.85057 45.09299 18.38021 0.01034 17.50088 0.01658 17.94082 0.01892 -1.00000 0.00000 160.16566 -0.04166 1.25403 0.78702 160.16566 -0.04165 -1.00000 16.11529 0.00650 15.43233 0.00577 15.26970 0.01271 0.07529
71.84941 45.11369 18.41681 0.01060 17.54611 0.01712 17.97316 0.01935 -1.00000 0.00000 160.14934 -0.02890 1.25401 0.78738 160.14935 -0.02891 -1.00000 16.18917 0.00685 15.66656 0.00700 15.48502 0.01527 0.06273
71.84861 45.13248 18.21621 0.00927 16.84112 0.01072 17.52464 0.01428 -1.00000 0.00000 160.13464 -0.01718 1.25400 0.78771 160.13466 -0.01718 -1.00000 15.11164 0.00318 14.38593 0.00250 14.08266 0.00474 0.10043
71.84792 45.10850 18.13012 0.00877 17.26667 0.01413 17.71121 0.01616 -1.00000 0.00000 160.15261 -0.03306 1.25398 0.78729 160.15262 -0.03306 -1.00000 15.96511 0.00579 15.39879 0.00560 15.21827 0.01213 0.06538
71.84613 45.14371 16.83791 0.00409 15.97677 0.00645 16.45519 0.00748 -1.00000 0.00000 160.12494 -0.01126 1.25395 0.78791 160.12496 -0.01127 -1.00000 14.67046 0.00241 14.22672 0.00222 14.03308 0.00456 0.09695
71.84506 45.12266 19.09050 0.01716 18.13154 0.02625 18.71800 0.03360 -1.00000 0.00000 160.14051 -0.02544 1.25393 0.78754 160.14052 -0.02545 -1.00000 16.61806 0.00958 16.12102 0.01035 16.35613 0.03298 0.08627
71.84411 45.11232 19.18478 0.01842 18.31132 0.03014 18.80819 0.03605 -1.00000 0.00000 160.14796 -0.03264 1.25392 0.78736 160.14797 -0.03264 -1.00000 16.91093 0.01217 16.35394 0.01272 16.19499 0.02859 0.07792
71.84283 45.10730 16.37814 0.00321 15.65286 0.00540 16.10385 0.00617 -1.00000 0.00000 160.15120 -0.03657 1.25389 0.78727 160.15121 -0.03657 -1.00000 14.47497 0.00215 14.15762 0.00212 13.97982 0.00439 0.05987
71.84222 45.11395 19.66909 0.02689 18.69999 0.04104 19.25869 0.05179 -1.00000 0.00000 160.14586 -0.03260 1.25388 0.78739 160.14586 -0.03260 -1.00000 17.36999 0.01789 16.87254 0.02015 16.67886 0.04415 0.05792
71.84209 45.11535 19.42491 0.02216 18.48351 0.03450 18.96675 0.04088 -1.00000 0.00000 160.14473 -0.03177 1.25388 0.78741 160.14475 -0.03177 -1.00000 17.12724 0.01457 16.60393 0.01586 16.38231 0.03379 0.08156
71.84245 45.15953 19.65423 0.02657 18.73414 0.04219 19.23332 0.05072 -1.00000 0.00000 160.11119 -0.00300 1.25389 0.78818 160.11121 -0.00299 -1.00000 17.29711 0.01671 16.70545 0.01721 16.51273 0.03784 0.11642
71.84207 45.12813 15.70516 0.00229 14.96192 0.00378 15.39422 0.00427 -1.00000 0.00000 160.13497 -0.02351 1.25388 0.78763 160.13499 -0.02351 -1.00000 13.81252 0.00148 13.46182 0.00131 13.30547 0.00266 0.08199
71.83902 45.08970 15.49032 0.00206 14.84579 0.00357 15.18828 0.00385 -1.00000 0.00000 160.16289 -0.05001 1.25383 0.78696 160.16289 -0.05000 -1.00000 13.89372 0.00155 13.57155 0.00142 13.44377 0.00295 0.06081
71.83992 45.12624 15.27505 0.00185 14.30681 0.00274 14.82371 0.00322 -1.00000 0.00000 160.13544 -0.02590 1.25384 0.78760 160.13545 -0.02589 -1.00000 12.71220 0.00084 12.09133 0.00059 11.87370 0.00108 0.08654
71.83761 45.13800 19.51188 0.02373 18.51290 0.03532 18.99378 0.04177 -1.00000 0.00000 160.12541 -0.01953 1.25380 0.78781 160.12542 -0.01953 -1.00000 17.05797 0.01371 16.54809 0.01506 16.33356 0.03223 0.08637
71.83716 45.11478 16.91732 0.00427 16.11601 0.00697 16.49381 0.00764 -1.00000 0.00000 160.14292 -0.03479 1.25380 0.78740 160.14293 -0.03480 -1.00000 14.88290 0.00276 14.35906 0.00246 14.18731 0.00516 0.07817
71.83699 45.15719 18.95575 0.01553 17.90446 0.02215 18.54577 0.02943 -1.00000 0.00000 160.11049 -0.00745 1.25379 0.78814 160.11051 -0.00747 -1.00000 16.40342 0.00806 15.87902 0.00836 15.61780 0.01706 0.10953
71.83564 45.09188 18.66837 0.01262 17.82384 0.02087 18.30111 0.02451 -1.00000 0.00000 160.15968 -0.05042 1.25377 0.78700 160.15969 -0.05041 -1.00000 16.41756 0.00822 15.93186 0.00887 15.71110 0.01870 0.06921
71.83561 45.11703 18.94603 0.01542 18.07129 0.02508 18.54820 0.02949 -1.00000 0.00000 160.14049 -0.03417 1.25377 0.78744 160.14049 -0.03419 0.00000 nan nan nan nan nan nan nan
71.83460 45.13222 19.12083 0.01755 18.13409 0.02630 18.64474 0.03175 -1.00000 0.00000 160.12845 -0.02489 1.25375 0.78771 160.12844 -0.02490 0.00000 nan nan nan nan nan nan nan
71.83404 45.09651 18.70573 0.01296 17.80141 0.02054 18.33416 0.02511 -1.00000 0.00000 160.15543 -0.04829 1.25374 0.78708 160.15541 -0.04829 0.00000 nan nan nan nan nan nan nan
71.83408 45.16940 18.90640 0.01497 17.82584 0.02091 18.38799 0.02614 -1.00000 0.00000 160.09985 -0.00112 1.25374 0.78835 160.09986 -0.00114 0.00000 nan nan nan nan nan nan nan
71.83305 45.15615 19.68191 0.02717 18.66789 0.03999 19.29771 0.05348 -1.00000 0.00000 160.10949 -0.01024 1.25372 0.78812 160.10950 -0.01024 -2.00000 17.42952 0.01744 16.64265 0.01541 16.38545 0.03186 0.07690
71.82921 45.14962 18.22287 0.00931 17.35234 0.01497 17.83489 0.01758 -1.00000 0.00000 160.11271 -0.01653 1.25366 0.78801 160.11272 -0.01654 -1.00000 16.05731 0.00584 15.57046 0.00612 15.38270 0.01319 0.05389
71.82894 45.15258 18.85824 0.01446 17.90764 0.02220 18.48344 0.02808 -1.00000 0.00000 160.11033 -0.01476 1.25365 0.78806 160.11034 -0.01477 -1.00000 16.48885 0.00809 16.00713 0.00885 15.83337 0.01951 0.06403
71.82801 45.09844 17.72649 0.00680 17.01167 0.01195 17.47882 0.01385 -1.00000 0.00000 160.15120 -0.05029 1.25364 0.78712 160.15120 -0.05028 -1.00000 15.82197 0.00499 15.44778 0.00560 15.28488 0.01226 0.03796
71.82727 45.13700 18.84928 0.01436 17.91984 0.02240 18.45600 0.02750 -1.00000 0.00000 160.12146 -0.02574 1.25362 0.78779 160.12146 -0.02574 -1.00000 16.56806 0.00863 16.07576 0.00943 15.87673 0.02037 0.04393
71.82664 45.08610 16.24008 0.00299 15.21398 0.00430 15.78505 0.00522 -1.00000 0.00000 160.15998 -0.05900 1.25361 0.78690 160.15998 -0.05900 -1.00000 13.50870 0.00124 12.86547 0.00090 12.65803 0.00169 0.03104
71.82616 45.13007 18.41510 0.01059 17.45200 0.01603 18.01519 0.01994 -1.00000 0.00000 160.12623 -0.03082 1.25360 0.78767 160.12623 -0.03082 -1.00000 15.96511 0.00548 15.45406 0.00558 15.24818 0.01181 0.03825
71.82485 45.10403 16.21871 0.00296 15.50645 0.00500 15.87472 0.00547 -1.00000 0.00000 160.14550 -0.04837 1.25358 0.78721 160.14550 -0.04837 -1.00000 14.45245 0.00206 14.06684 0.00193 13.94289 0.00411 0.04663
71.82380 45.10118 17.50951 0.00597 16.76624 0.01023 17.25078 0.01198 -1.00000 0.00000 160.14719 -0.05078 1.25356 0.78716 160.14719 -0.05078 -1.00000 15.61160 0.00430 15.27399 0.00484 15.11570 0.01059 0.04335
71.82379 45.16043 19.33807 0.02072 18.36251 0.03137 18.88706 0.03837 -1.00000 0.00000 160.10200 -0.01246 1.25356 0.78820 160.10201 -0.01246 -1.00000 16.99433 0.01210 16.47402 0.01323 16.24637 0.02803 0.05185
71.82362 45.13759 17.43213 0.00571 16.51953 0.00881 16.95416 0.00998 -1.00000 0.00000 160.11934 -0.02732 1.25356 0.78780 160.11935 -0.02733 -1.00000 15.13488 0.00310 14.54377 0.00271 14.34325 0.00557 0.07218
71.82252 45.12383 19.02500 0.01634 18.15620 0.02675 18.64280 0.03170 -1.00000 0.00000 160.12933 -0.03682 1.25354 0.78756 160.12934 -0.03682 -1.00000 16.77917 0.01024 16.36295 0.01213 16.16398 0.02632 0.04935
71.82185 45.13659 19.03552 0.01647 18.13484 0.02632 18.62310 0.03123 -1.00000 0.00000 160.11929 -0.02892 1.25353 0.78778 160.11930 -0.02893 -1.00000 16.75328 0.00999 16.19161 0.01041 16.05167 0.02375 0.05258
71.82050 45.10740 18.54667 0.01159 17.31039 0.01455 17.88467 0.01820 -1.00000 0.00000 160.14094 -0.04853 1.25350 0.78727 160.14096 -0.04853 -1.00000 15.64436 0.00438 14.89803 0.00358 14.63953 0.00711 0.08158
71.82017 45.14123 17.69714 0.00668 16.81493 0.01055 17.29238 0.01229 -1.00000 0.00000 160.11499 -0.02682 1.25350 0.78786 160.11500 -0.02683 -1.00000 15.50112 0.00394 15.01250 0.00388 14.82747 0.00824 0.06233
71.81910 45.15337 19.44226 0.02247 18.44736 0.03353 19.00775 0.04224 -1.00000 0.00000 160.10524 -0.01955 1.25348 0.78807 160.10526 -0.01955 -3.00000 nan nan nan nan nan nan nan
71.81731 45.07508 18.55396 0.01165 17.65126 0.01843 18.09499 0.02110 -1.00000 0.00000 160.16412 -0.07115 1.25345 0.78671 160.16412 -0.07115 -1.00000 16.30914 0.00719 15.74046 0.00715 15.55122 0.01544 0.03485
71.81830 45.15074 19.90842 0.03265 19.01111 0.05299 19.60118 0.06888 -1.00000 0.00000 160.10689 -0.02168 1.25347 0.78803 160.10689 -0.02169 -1.00000 17.43335 0.01746 16.97520 0.02066 16.70433 0.04236 0.05581
71.81725 45.14245 19.03227 0.01643 18.14528 0.02653 18.73951 0.03417 -1.00000 0.00000 160.11272 -0.02760 1.25345 0.78788 160.11273 -0.02761 -1.00000 16.86930 0.01094 16.46836 0.01321 16.34351 0.03070 0.05873
71.81716 45.11314 16.54367 0.00350 15.77078 0.00576 16.19516 0.00648 -1.00000 0.00000 160.13504 -0.04661 1.25345 0.78737 160.13505 -0.04661 -1.00000 14.58716 0.00222 14.18245 0.00209 14.02867 0.00437 0.06282
71.81594 45.07413 18.83477 0.01421 17.92159 0.02243 18.42926 0.02695 -1.00000 0.00000 160.16422 -0.07251 1.25342 0.78669 160.16421 -0.07250 -1.00000 16.56757 0.00878 16.05642 0.00936 15.87358 0.02047 0.03837
71.81619 45.09847 19.91985 0.03296 18.95567 0.05061 19.48655 0.06256 -1.00000 0.00000 160.14578 -0.05663 1.25343 0.78712 160.14577 -0.05663 -1.00000 17.57776 0.02004 17.03585 0.02209 16.78563 0.04608 0.00647
71.81645 45.13405 19.49263 0.02337 18.51349 0.03534 19.04279 0.04345 -1.00000 0.00000 160.11877 -0.03347 1.25343 0.78774 160.11877 -0.03347 -1.00000 16.99609 0.01215 16.41478 0.01263 16.22254 0.02762 0.04010
71.81662 45.15564 17.92666 0.00770 17.06461 0.01237 17.57650 0.01477 -1.00000 0.00000 160.10238 -0.01941 1.25344 0.78811 160.10239 -0.01941 -1.00000 15.84945 0.00501 15.44846 0.00550 15.27479 0.01196 0.05981
71.81476 45.07749 17.77749 0.00702 16.53262 0.00888 17.14757 0.01123 -1.00000 0.00000 160.16112 -0.07097 1.25340 0.78675 160.16112 -0.07098 -1.00000 14.90008 0.00271 14.17366 0.00208 13.92892 0.00407 0.02527
71.81520 45.12638 17.87613 0.00746 17.02056 0.01202 17.45820 0.01367 -1.00000 0.00000 160.12404 -0.03911 1.25341 0.78760 160.12405 -0.03911 -1.00000 15.76861 0.00475 15.26183 0.00476 15.09784 0.01036 0.04844
71.81462 45.10747 16.82956 0.00407 16.10656 0.00693 16.47642 0.00757 -1.00000 0.00000 160.13820 -0.05165 1.25340 0.78727 160.13820 -0.05165 -1.00000 15.01323 0.00288 14.59212 0.00282 14.45629 0.00611 0.04459
71.81389 45.11678 18.22533 0.00933 17.40104 0.01548 17.80057 0.01717 -1.00000 0.00000 160.13076 -0.04602 1.25339 0.78744 160.13078 -0.04602 -1.00000 16.08479 0.00599 15.52041 0.00589 15.36851 0.01308 0.07136
71.81353 45.12098 19.62678 0.02599 18.67974 0.04037 19.17315 0.04829 -1.00000 0.00000 160.12740 -0.04350 1.25338 0.78751 160.12740 -0.04350 -1.00000 17.17552 0.01415 16.60682 0.01500 16.44964 0.03390 0.03806
71.81402 45.11228 15.75939 0.00235 15.20664 0.00428 15.57378 0.00468 -1.00000 0.00000 160.13426 -0.04886 1.25339 0.78736 160.13427 -0.04886 -1.00000 14.28724 0.00187 14.04761 0.00190 13.93208 0.00406 0.06246
71.81273 45.08442 17.64856 0.00649 16.78083 0.01033 17.30478 0.01239 -1.00000 0.00000 160.15491 -0.06758 1.25337 0.78687 160.15490 -0.06758 -1.00000 15.42760 0.00380 14.98691 0.00384 14.78726 0.00803 0.01384
71.81081 45.07313 15.64001 0.00221 14.98077 0.00382 15.29068 0.00405 -1.00000 0.00000 160.16265 -0.07592 1.25334 0.78667 160.16264 -0.07591 -1.00000 13.96484 0.00158 13.56540 0.00138 13.45656 0.00287 0.04311
71.81171 45.17159 18.21617 0.00927 17.30275 0.01448 17.76366 0.01675 -1.00000 0.00000 160.08798 -0.01173 1.25335 0.78839 160.08800 -0.01173 -1.00000 15.90388 0.00519 15.33498 0.00499 15.16139 0.01079 0.08952
71.81134 45.15974 18.68088 0.01273 17.71301 0.01927 18.28400 0.02420 -1.00000 0.00000 160.09684 -0.01960 1.25334 0.78819 160.09685 -0.01960 -1.00000 16.38815 0.00746 15.89901 0.00801 15.71250 0.01743 0.04489
71.81060 45.11093 18.17486 0.00903 17.22848 0.01378 17.77078 0.01683 -1.00000 0.00000 160.13372 -0.05158 1.25333 0.78733 160.13373 -0.05158 -1.00000 15.79236 0.00485 15.29371 0.00489 15.11586 0.01054 0.04536
71.80775 45.07574 19.83217 0.03068 17.88571 0.02184 18.91798 0.03932 -1.00000 0.00000 160.15925 -0.07588 1.25328 0.78672 160.15926 -0.07589 -1.00000 15.84079 0.00506 15.25585 0.00476 14.93126 0.00905 0.07252
71.80852 45.10591 17.34738 0.00543 16.71880 0.00994 17.07715 0.01076 -1.00000 0.00000 160.13660 -0.05594 1.25330 0.78725 160.13659 -0.05594 -1.00000 15.73797 0.00467 15.48877 0.00574 15.35545 0.01293 0.02609
71.80819 45.11244 18.13440 0.00879 17.30434 0.01449 17.75525 0.01665 -1.00000 0.00000 160.13147 -0.05190 1.25329 0.78736 160.13147 -0.05190 -1.00000 16.07512 0.00595 15.64031 0.00651 15.48161 0.01441 0.03193
71.80797 45.10962 17.74558 0.00688 16.92771 0.01132 17.36444 0.01287 -1.00000 0.00000 160.13352 -0.05384 1.25329 0.78731 160.13353 -0.05384 -1.00000 15.70191 0.00455 15.24949 0.00471 15.10901 0.01047 0.05764
71.80631 45.09730 18.08993 0.00854 17.23120 0.01380 17.69970 0.01604 -1.00000 0.00000 160.14216 -0.06270 1.25326 0.78710 160.14215 -0.06269 -1.00000 15.95149 0.00545 15.49979 0.00580 15.32375 0.01259 0.04140
71.80620 45.11716 18.92778 0.01521 18.05041 0.02469 18.48861 0.02819 -1.00000 0.00000 160.12696 -0.04991 1.25325 0.78744 160.12697 -0.04991 -1.00000 16.75656 0.01004 16.20879 0.01056 16.01387 0.02295 0.04376
71.80460 45.09936 19.48370 0.02321 18.62409 0.03860 19.12308 0.04636 -1.00000 0.00000 160.13981 -0.06229 1.25323 0.78713 160.13982 -0.06229 -1.00000 17.28078 0.01551 16.80606 0.01791 16.60095 0.03885 0.05146
71.80574 45.16606 18.85461 0.01442 17.81590 0.02075 18.40661 0.02650 -1.00000 0.00000 160.08947 -0.01851 1.25325 0.78830 160.08948 -0.01851 -1.00000 16.36837 0.00733 15.84719 0.00765 15.62648 0.01612 0.05266
71.80529 45.14165 19.15574 0.01802 18.13124 0.02625 18.68913 0.03286 -1.00000 0.00000 160.10788 -0.03455 1.25324 0.78787 160.10789 -0.03455 -1.00000 16.60237 0.00883 16.07552 0.00935 15.87577 0.02020 0.06234
71.80416 45.10665 18.43785 0.01076 17.77125 0.02009 18.22400 0.02316 -1.00000 0.00000 160.13405 -0.05781 1.25322 0.78726 160.13405 -0.05780 -1.00000 16.71695 0.00975 16.42345 0.01275 16.30012 0.02964 0.03599
