# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
72.04182 44.97799 16.66280 0.00373 15.92268 0.00639 16.29350 0.00678 -1.00000 0.00000 160.34074 -0.01272 1.25737 0.78501 160.34072 -0.01273 -1.00000 14.83142 0.00279 14.36693 0.00247 14.20761 0.00557 0.03655
72.03976 44.92355 17.34455 0.00542 16.52143 0.00902 17.05210 0.01041 -1.00000 0.00000 160.38140 -0.04895 1.25733 0.78406 160.38138 -0.04895 -1.00000 15.31790 0.00387 14.93589 0.00385 14.73414 0.00861 0.04055
72.04061 44.96991 18.16977 0.00896 17.37631 0.01559 17.80854 0.01677 -1.00000 0.00000 160.34636 -0.01859 1.25735 0.78487 160.34634 -0.01859 -1.00000 16.20002 0.00734 15.76814 0.00765 15.61799 0.01835 0.04238
72.03963 44.94977 18.23195 0.00933 17.37486 0.01558 17.93541 0.01826 -1.00000 0.00000 160.36130 -0.03210 1.25733 0.78452 160.36128 -0.03211 -1.00000 16.07800 0.00670 15.67259 0.00707 15.51528 0.01680 0.05212
72.03822 44.89675 19.01791 0.01611 18.16720 0.02768 18.65402 0.03063 -1.00000 0.00000 160.40118 -0.06706 1.25730 0.78360 160.40116 -0.06706 -1.00000 16.91580 0.01315 16.34777 0.01271 16.12174 0.02880 0.03951
72.03988 44.95415 16.03928 0.00271 15.48302 0.00505 15.85428 0.00538 -1.00000 0.00000 160.35807 -0.02915 1.25733 0.78460 160.35805 -0.02915 -1.00000 14.63262 0.00247 14.41416 0.00256 14.27602 0.00590 0.04587
72.03963 44.96375 17.84683 0.00730 16.92636 0.01158 17.41850 0.01302 -1.00000 0.00000 160.35062 -0.02309 1.25733 0.78477 160.35060 -0.02309 -1.00000 15.59623 0.00469 14.96378 0.00393 14.77874 0.00891 0.03802
72.03961 44.96216 18.30241 0.00977 17.48043 0.01675 17.96711 0.01866 -1.00000 0.00000 160.35183 -0.02413 1.25733 0.78474 160.35181 -0.02414 -1.00000 16.33416 0.00816 15.91546 0.00869 15.77199 0.02104 0.04468
72.03870 44.96649 18.85078 0.01426 17.93388 0.02321 18.52903 0.02789 -1.00000 0.00000 160.34810 -0.02183 1.25731 0.78481 160.34808 -0.02183 -1.00000 16.52944 0.00952 16.10005 0.01019 15.86887 0.02291 0.04734
72.03635 44.91630 15.78963 0.00239 14.97514 0.00389 15.42410 0.00433 -1.00000 0.00000 160.38539 -0.05546 1.25727 0.78394 160.38537 -0.05548 -1.00000 13.78337 0.00152 13.33812 0.00122 13.18310 0.00259 0.06389
72.03655 44.94913 19.14020 0.01764 18.18797 0.02812 18.68980 0.03148 -1.00000 0.00000 160.36039 -0.03418 1.25727 0.78451 160.36037 -0.03419 -1.00000 16.81070 0.01200 16.19102 0.01106 16.00092 0.02581 0.03247
72.03395 44.92089 19.14449 0.01770 18.30710 0.03084 18.76947 0.03345 -1.00000 0.00000 160.38079 -0.05381 1.25723 0.78402 160.38076 -0.05381 -1.00000 16.92754 0.01325 16.31328 0.01234 16.16411 0.02990 0.07357
72.03353 44.92441 19.12636 0.01746 18.35214 0.03194 18.78760 0.03392 -1.00000 0.00000 160.37791 -0.05176 1.25722 0.78408 160.37789 -0.05175 -1.00000 17.11552 0.01551 16.61567 0.01612 16.49906 0.04039 0.04987
72.03325 44.93191 17.74067 0.00685 16.96064 0.01184 17.34590 0.01244 -1.00000 0.00000 160.37204 -0.04708 1.25722 0.78421 160.37202 -0.04708 -1.00000 15.73277 0.00519 15.19054 0.00474 15.04535 0.01119 0.04471
72.03167 44.89907 19.50588 0.02334 18.63197 0.03989 19.12521 0.04420 -1.00000 0.00000 160.39642 -0.06911 1.25719 0.78364 160.39640 -0.06912 -1.00000 17.44661 0.02064 16.87735 0.02035 16.74948 0.05064 0.05589
72.03306 44.96159 19.88361 0.03157 18.89646 0.04950 19.51841 0.06088 -1.00000 0.00000 160.34927 -0.02803 1.25721 0.78473 160.34925 -0.02803 -3.00000 nan nan nan nan nan nan nan
72.03187 44.94897 19.85181 0.03076 18.95264 0.05186 19.38961 0.05475 -1.00000 0.00000 160.35837 -0.03682 1.25719 0.78451 160.35835 -0.03683 -1.00000 17.59590 0.02336 16.90048 0.02072 16.69062 0.04795 0.06546
72.03152 44.94665 18.16311 0.00892 17.14695 0.01336 17.64295 0.01503 -1.00000 0.00000 160.35999 -0.03850 1.25719 0.78447 160.35998 -0.03851 -1.00000 15.68872 0.00502 14.98514 0.00400 14.77490 0.00889 0.02370
72.03229 44.97559 17.84370 0.00729 17.01439 0.01226 17.43445 0.01315 -1.00000 0.00000 160.33822 -0.01942 1.25720 0.78497 160.33820 -0.01942 -1.00000 15.81893 0.00550 15.32471 0.00526 15.13960 0.01209 0.03717
72.03181 44.97353 19.77770 0.02897 18.77835 0.04493 19.25252 0.04897 -1.00000 0.00000 160.33957 -0.02102 1.25719 0.78494 160.33955 -0.02102 -1.00000 17.35080 0.01886 16.80932 0.01902 16.57451 0.04306 0.07166
72.03042 44.90917 18.01211 0.00810 17.20554 0.01389 17.68458 0.01544 -1.00000 0.00000 160.38813 -0.06328 1.25717 0.78381 160.38812 -0.06328 -1.00000 16.07774 0.00673 15.68601 0.00717 15.53019 0.01704 0.02668
72.03007 44.90051 16.37884 0.00322 15.67602 0.00559 16.06539 0.00601 -1.00000 0.00000 160.39459 -0.06905 1.25716 0.78366 160.39457 -0.06905 -1.00000 14.69734 0.00259 14.33180 0.00242 14.17257 0.00543 0.02189
72.03131 44.96235 16.32393 0.00313 15.59209 0.00534 16.01216 0.00584 -1.00000 0.00000 160.34789 -0.02849 1.25718 0.78474 160.34787 -0.02850 -1.00000 14.54586 0.00235 14.15480 0.00211 14.02566 0.00483 0.03002
72.02872 44.91007 19.62220 0.02559 18.45508 0.03464 18.98926 0.03968 -2.00000 0.00000 160.38667 -0.06362 1.25714 0.78383 160.38665 -0.06363 -1.00000 16.87903 0.01275 16.13880 0.01059 15.89253 0.02345 0.03549
72.02975 44.94886 17.52315 0.00601 16.79341 0.01065 17.20926 0.01144 -1.00000 0.00000 160.35749 -0.03804 1.25716 0.78451 160.35746 -0.03804 -1.00000 15.70510 0.00508 15.32407 0.00528 15.20235 0.01279 0.06223
72.02879 44.91372 17.47150 0.00583 16.62833 0.00962 17.08049 0.01058 -1.00000 0.00000 160.38391 -0.06122 1.25714 0.78389 160.38389 -0.06122 -1.00000 15.36953 0.00402 14.81468 0.00350 14.62830 0.00787 0.03518
72.02876 44.97947 16.71972 0.00384 15.91438 0.00636 16.32390 0.00689 -1.00000 0.00000 160.33364 -0.01883 1.25714 0.78504 160.33363 -0.01884 -1.00000 14.69717 0.00257 14.15699 0.00211 13.95919 0.00458 0.01920
72.02770 44.96627 19.60144 0.02517 18.62970 0.03982 19.16217 0.04553 -1.00000 0.00000 160.34326 -0.02792 1.25712 0.78481 160.34324 -0.02792 1.00000 nan nan nan nan nan nan nan
72.02762 44.97774 16.38714 0.00323 15.70898 0.00569 16.05250 0.00596 -1.00000 0.00000 160.33445 -0.02057 1.25712 0.78501 160.33444 -0.02057 -1.00000 14.74445 0.00265 14.31279 0.00237 14.17771 0.00543 0.03229
72.02553 44.91200 18.72283 0.01302 17.86108 0.02200 18.37790 0.02495 -1.00000 0.00000 160.38374 -0.06410 1.25708 0.78386 160.38372 -0.06410 -1.00000 16.53646 0.00964 15.99588 0.00936 15.80659 0.02173 0.03578
72.02669 44.97218 19.43982 0.02217 18.42654 0.03386 19.05425 0.04177 -1.00000 0.00000 160.33828 -0.02466 1.25710 0.78491 160.33825 -0.02467 -1.00000 16.81620 0.01203 16.29717 0.01208 16.10053 0.02812 0.07395
72.02474 44.92701 19.78161 0.02907 18.82577 0.04671 19.44064 0.05709 -1.00000 0.00000 160.37190 -0.05484 1.25707 0.78412 160.37189 -0.05485 -1.00000 17.32814 0.01860 16.75054 0.01817 16.56171 0.04270 0.04297
72.02463 44.90379 15.25912 0.00185 14.57631 0.00319 14.99500 0.00350 -1.00000 0.00000 160.38960 -0.06988 1.25707 0.78372 160.38958 -0.06988 -1.00000 13.53866 0.00133 13.23264 0.00114 13.07045 0.00239 0.04112
72.02513 44.96825 18.86963 0.01446 18.01561 0.02467 18.48012 0.02690 -1.00000 0.00000 160.34057 -0.02803 1.25708 0.78484 160.34054 -0.02803 -1.00000 16.80154 0.01189 16.30966 0.01222 16.20585 0.03090 0.06838
72.02403 44.92886 18.79461 0.01370 17.82909 0.02149 18.46982 0.02669 -1.00000 0.00000 160.37016 -0.05403 1.25706 0.78416 160.37014 -0.05404 -1.00000 16.48383 0.00923 16.02947 0.00963 15.83036 0.02218 0.02913
72.02372 44.92101 18.97521 0.01561 18.06195 0.02555 18.61572 0.02976 -1.00000 0.00000 160.37602 -0.05926 1.25705 0.78402 160.37600 -0.05926 -1.00000 16.65554 0.01061 16.22013 0.01137 16.00246 0.02585 0.06505
72.02335 44.93654 19.01109 0.01603 18.19671 0.02831 18.67861 0.03121 -1.00000 0.00000 160.36399 -0.04945 1.25704 0.78429 160.36397 -0.04945 -1.00000 17.04585 0.01462 16.59414 0.01580 16.45939 0.03892 0.04656
72.02340 44.95824 18.91419 0.01493 18.02092 0.02477 18.50619 0.02742 -1.00000 0.00000 160.34742 -0.03542 1.25705 0.78467 160.34741 -0.03543 -1.00000 16.69714 0.01093 16.10103 0.01020 15.86634 0.02285 0.03652
72.02127 44.93794 18.48295 0.01103 17.65866 0.01900 18.15459 0.02126 -1.00000 0.00000 160.36196 -0.04967 1.25701 0.78432 160.36194 -0.04967 -1.00000 16.54515 0.00969 16.04722 0.00977 15.87545 0.02307 0.04136
72.02124 44.96218 19.58247 0.02479 18.48782 0.03555 19.16773 0.04573 -1.00000 0.00000 160.34343 -0.03405 1.25701 0.78474 160.34340 -0.03406 -1.00000 16.92766 0.01321 16.36524 0.01285 16.17058 0.02995 0.06553
72.01951 44.92556 19.33221 0.02040 18.44079 0.03425 18.93537 0.03804 -1.00000 0.00000 160.37062 -0.05861 1.25698 0.78410 160.37060 -0.05861 -1.00000 17.07117 0.01497 16.52087 0.01482 16.41099 0.03726 0.04238
72.01918 44.94624 19.21571 0.01867 18.28115 0.03022 18.87805 0.03638 -1.00000 0.00000 160.35467 -0.04544 1.25697 0.78446 160.35466 -0.04544 -1.00000 17.10755 0.01539 16.66455 0.01679 16.42181 0.03758 0.03441
72.01763 44.93630 19.22386 0.01879 18.37105 0.03242 18.80100 0.03427 -1.00000 0.00000 160.36156 -0.05269 1.25694 0.78429 160.36153 -0.05268 -1.00000 17.04443 0.01462 16.47595 0.01423 16.32964 0.03462 0.07171
72.01773 44.97122 19.70030 0.02723 18.86435 0.04821 19.32036 0.05174 -1.00000 0.00000 160.33491 -0.03011 1.25695 0.78490 160.33489 -0.03011 -1.00000 17.52233 0.02188 16.98783 0.02231 16.70554 0.04842 0.04699
72.01522 44.91971 18.49031 0.01108 17.70108 0.01958 18.13617 0.02099 -1.00000 0.00000 160.37313 -0.06470 1.25690 0.78400 160.37311 -0.06470 -1.00000 16.48967 0.00929 16.08483 0.01011 15.89828 0.02354 0.02501
72.01362 44.92077 17.40972 0.00563 16.65649 0.00979 17.03151 0.01028 -1.00000 0.00000 160.37159 -0.06488 1.25687 0.78402 160.37158 -0.06488 -1.00000 15.55435 0.00458 15.08356 0.00434 14.95687 0.01036 0.01660
72.01325 44.91377 19.49423 0.02313 18.57675 0.03816 19.11536 0.04385 -1.00000 0.00000 160.37677 -0.06960 1.25687 0.78389 160.37675 -0.06960 -1.00000 17.16122 0.01619 16.63987 0.01649 16.49945 0.04032 0.03044
72.01103 44.94017 17.65194 0.00649 16.82698 0.01088 17.29209 0.01203 -1.00000 0.00000 160.35558 -0.05377 1.25683 0.78435 160.35556 -0.05377 -1.00000 15.61932 0.00478 15.15943 0.00461 14.97720 0.01054 0.05895
72.01038 44.92984 18.56032 0.01163 17.78050 0.02074 18.18859 0.02178 -1.00000 0.00000 160.36318 -0.06079 1.25682 0.78417 160.36317 -0.06079 -1.00000 16.67704 0.01080 16.25240 0.01169 16.11016 0.02842 0.00716
72.01051 44.91696 16.63012 0.00367 15.93958 0.00645 16.31441 0.00686 -1.00000 0.00000 160.37308 -0.06902 1.25682 0.78395 160.37307 -0.06902 -1.00000 14.92933 0.00300 14.52530 0.00280 14.38163 0.00642 0.01903
72.00971 44.93873 17.73088 0.00681 16.96827 0.01190 17.39591 0.01284 -1.00000 0.00000 160.35608 -0.05541 1.25681 0.78433 160.35606 -0.05540 1.00000 nan nan nan nan nan nan nan
72.00890 44.92095 18.70537 0.01286 17.91452 0.02288 18.36622 0.02474 -1.00000 0.00000 160.36930 -0.06732 1.25679 0.78402 160.36928 -0.06732 -1.00000 16.80660 0.01203 16.41352 0.01349 16.26494 0.03264 0.03139
72.00802 44.94748 19.46296 0.02257 18.55727 0.03757 19.16992 0.04581 -1.00000 0.00000 160.34863 -0.05068 1.25678 0.78448 160.34861 -0.05067 -1.00000 17.13449 0.01576 16.63915 0.01641 16.44740 0.03842 0.04550
72.00579 44.93546 18.23949 0.00937 17.40667 0.01592 17.86369 0.01740 -1.00000 0.00000 160.35679 -0.05964 1.25674 0.78427 160.35677 -0.05963 -1.00000 16.16441 0.00719 15.71609 0.00735 15.54827 0.01726 0.05318
72.00429 44.92676 19.76820 0.02875 18.81501 0.04630 19.33647 0.05242 -1.00000 0.00000 160.36276 -0.06607 1.25671 0.78412 160.36274 -0.06608 -1.00000 17.47208 0.02110 17.04122 0.02357 16.83971 0.05479 0.03523
72.00499 44.96527 19.11063 0.01725 18.23325 0.02912 18.70997 0.03196 -1.00000 0.00000 160.33365 -0.04084 1.25672 0.78479 160.33364 -0.04084 -1.00000 16.92654 0.01320 16.34648 0.01262 16.15716 0.02954 0.02655
72.00400 44.93443 16.87999 0.00419 16.08953 0.00702 16.52674 0.00770 -1.00000 0.00000 160.35676 -0.06127 1.25671 0.78425 160.35675 -0.06127 -1.00000 14.93938 0.00301 14.49227 0.00273 14.32566 0.00613 0.01185
72.00239 44.94063 18.29857 0.00974 17.53568 0.01741 17.97019 0.01870 -1.00000 0.00000 160.35129 -0.05815 1.25668 0.78436 160.35128 -0.05815 -1.00000 16.46458 0.00909 16.05015 0.00978 15.91232 0.02379 0.03133
72.00243 44.94902 17.82008 0.00719 17.03107 0.01239 17.49084 0.01363 -1.00000 0.00000 160.34490 -0.05271 1.25668 0.78451 160.34488 -0.05271 -1.00000 15.90219 0.00588 15.51334 0.00617 15.36521 0.01469 0.02993
72.00121 44.95519 19.12752 0.01747 18.15521 0.02743 18.71762 0.03215 -1.00000 0.00000 160.33963 -0.04939 1.25666 0.78462 160.33961 -0.04938 -1.00000 16.64999 0.01053 16.16023 0.01074 15.95923 0.02478 0.06773
71.99991 44.96104 18.97126 0.01557 17.98547 0.02412 18.65454 0.03065 -1.00000 0.00000 160.33457 -0.04632 1.25664 0.78472 160.33456 -0.04631 -1.00000 16.51191 0.00941 16.03233 0.00960 15.75422 0.02064 0.03408
71.99944 44.94222 19.57592 0.02467 18.70277 0.04224 19.16748 0.04572 -1.00000 0.00000 160.34873 -0.05871 1.25663 0.78439 160.34869 -0.05871 -1.00000 17.35294 0.01900 16.79101 0.01880 16.59024 0.04367 0.08798
71.99749 44.92450 18.23841 0.00937 17.36888 0.01551 17.82050 0.01690 -1.00000 0.00000 160.36137 -0.07121 1.25659 0.78408 160.36137 -0.07121 -1.00000 16.11563 0.00694 15.53043 0.00629 15.32555 0.01420 0.01739
71.99578 44.94842 15.90771 0.00254 14.64072 0.00329 15.39651 0.00427 -1.00000 0.00000 160.34232 -0.05669 1.25656 0.78450 160.34231 -0.05669 -1.00000 12.68699 0.00086 11.90989 0.00053 11.62031 0.00098 0.03341
71.99550 44.93952 15.39446 0.00197 14.75605 0.00348 15.08847 0.00366 -1.00000 0.00000 160.34899 -0.06259 1.25656 0.78434 160.34898 -0.06259 -1.00000 13.89452 0.00161 13.54830 0.00139 13.44029 0.00310 0.02773
71.99434 44.95141 19.87719 0.03141 18.70561 0.04234 19.37033 0.05389 -1.00000 0.00000 160.33937 -0.05554 1.25654 0.78455 160.33936 -0.05555 -1.00000 17.09931 0.01529 16.43860 0.01371 16.18945 0.03041 0.02811
71.99054 44.93084 19.91571 0.03241 18.77131 0.04467 19.48272 0.05911 -1.00000 0.00000 160.35335 -0.07087 1.25647 0.78419 160.35333 -0.07088 -1.00000 17.19955 0.01671 16.41669 0.01351 16.20222 0.03079 0.06746
71.98849 44.94562 19.44198 0.02221 18.55288 0.03744 19.06605 0.04217 -1.00000 0.00000 160.34113 -0.06244 1.25644 0.78445 160.34111 -0.06243 -1.00000 16.99582 0.01403 16.41332 0.01343 16.17425 0.03000 0.06460
71.97950 44.93561 19.10414 0.01717 18.26735 0.02990 18.74890 0.03293 -1.00000 0.00000 160.34467 -0.07377 1.25628 0.78427 160.34466 -0.07376 -1.00000 17.10844 0.01546 16.60049 0.01588 16.51395 0.04068 0.03114
