# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
72.01271 44.93864 19.35259 0.02037 18.03421 0.02495 18.69578 0.03263 -1.00000 0.00000 160.35752 -0.05385 1.25686 0.78433 160.35752 -0.05386 -1.00000 16.35811 0.00835 15.60871 0.00670 15.37730 0.01488 0.00742
72.01033 44.89781 19.35038 0.02034 18.52855 0.03659 18.92697 0.03903 -1.00000 0.00000 160.38764 -0.08147 1.25682 0.78361 160.38761 -0.08149 -1.00000 17.18183 0.01650 16.74151 0.01805 16.49683 0.04018 0.05752
72.00683 44.90536 19.15558 0.01755 18.28009 0.03010 18.65975 0.03174 -1.00000 0.00000 160.38026 -0.07850 1.25676 0.78375 160.38024 -0.07850 -1.00000 16.87651 0.01277 16.26216 0.01181 16.04047 0.02668 0.04255
72.00679 44.90157 17.55454 0.00604 16.65220 0.00975 17.13663 0.01122 -1.00000 0.00000 160.38314 -0.08096 1.25676 0.78368 160.38311 -0.08097 -1.00000 15.30652 0.00386 14.77978 0.00341 14.58726 0.00759 0.07837
72.00410 44.90323 18.74858 0.01305 17.82509 0.02137 18.35780 0.02534 -1.00000 0.00000 160.38064 -0.08135 1.25671 0.78371 160.38062 -0.08136 -1.00000 16.44826 0.00902 16.03644 0.00970 15.82236 0.02196 0.07383
72.00226 44.90970 18.66127 0.01227 17.84525 0.02169 18.25284 0.02348 -1.00000 0.00000 160.37486 -0.07817 1.25668 0.78382 160.37483 -0.07818 -1.00000 16.58320 0.01004 16.10398 0.01029 15.92886 0.02414 0.05884
71.99962 44.91174 18.28314 0.00950 17.48067 0.01672 17.94612 0.01892 -1.00000 0.00000 160.37209 -0.07828 1.25663 0.78386 160.37208 -0.07829 -1.00000 16.30062 0.00802 15.92495 0.00881 15.70556 0.01981 0.04237
71.99822 44.91310 17.60256 0.00621 16.89594 0.01135 17.19999 0.01166 -1.00000 0.00000 160.37042 -0.07817 1.25661 0.78388 160.37039 -0.07817 -1.00000 15.79519 0.00546 15.33282 0.00533 15.15944 0.01230 0.06298
71.99316 44.91553 19.57278 0.02418 18.55632 0.03741 19.12211 0.04557 -1.00000 0.00000 160.36625 -0.07933 1.25652 0.78392 160.36623 -0.07934 -1.00000 17.07886 0.01512 16.34230 0.01267 16.10036 0.02810 0.04657
71.99091 44.92088 18.88958 0.01443 18.07405 0.02571 18.42071 0.02654 -1.00000 0.00000 160.36113 -0.07710 1.25648 0.78402 160.36111 -0.07710 -1.00000 16.73199 0.01133 16.13444 0.01056 16.01024 0.02593 0.03685
71.98990 44.92221 19.13238 0.01725 18.37068 0.03230 18.74814 0.03396 -1.00000 0.00000 160.35966 -0.07679 1.25646 0.78404 160.35965 -0.07679 1.00000 nan nan nan nan nan nan nan
71.98923 44.91711 16.33577 0.00311 15.63261 0.00546 15.99847 0.00592 -1.00000 0.00000 160.36324 -0.08044 1.25645 0.78395 160.36322 -0.08045 -1.00000 14.58710 0.00242 14.22345 0.00223 14.07342 0.00500 0.05020
71.98477 44.92835 15.68943 0.00225 15.19022 0.00434 15.50768 0.00460 -1.00000 0.00000 160.35262 -0.07560 1.25637 0.78415 160.35260 -0.07561 -1.00000 14.40189 0.00216 14.20753 0.00221 14.07648 0.00501 0.05198
71.98168 44.92874 16.71135 0.00378 15.85366 0.00615 16.34958 0.00714 -1.00000 0.00000 160.35091 -0.07702 1.25632 0.78415 160.35089 -0.07703 -1.00000 14.58005 0.00241 14.14470 0.00211 13.94636 0.00453 0.06776
71.97596 44.92641 19.58686 0.02445 18.54996 0.03722 19.13269 0.04596 -1.00000 0.00000 160.35008 -0.08162 1.25622 0.78411 160.35005 -0.08163 -1.00000 16.92169 0.01324 16.30137 0.01220 16.16518 0.02971 0.09269
71.97330 44.93453 18.17593 0.00886 17.45756 0.01646 17.84490 0.01766 -1.00000 0.00000 160.34266 -0.07781 1.25617 0.78426 160.34264 -0.07782 -1.00000 16.37717 0.00849 16.04406 0.00974 15.89875 0.02343 0.05323
71.96754 44.93102 19.46996 0.02231 18.47016 0.03493 19.05846 0.04331 -1.00000 0.00000 160.34271 -0.08320 1.25607 0.78419 160.34269 -0.08321 -1.00000 16.93742 0.01341 16.36817 0.01293 16.18247 0.03014 0.05238
71.96440 44.94115 16.86356 0.00410 15.73389 0.00577 16.36273 0.00719 -1.00000 0.00000 160.33354 -0.07835 1.25602 0.78437 160.33352 -0.07836 -1.00000 13.90133 0.00162 13.14369 0.00107 12.89473 0.00211 0.03124
72.12176 44.92973 17.41367 0.00564 16.64315 0.00971 17.06952 0.01052 -1.00000 0.00000 160.41410 -0.00057 1.25876 0.78417 160.41408 -0.00057 -1.00000 15.56984 0.00457 15.09863 0.00438 14.94206 0.01033 0.03237
72.11944 44.92766 18.34589 0.01005 17.52211 0.01725 18.05630 0.01985 -1.00000 0.00000 160.41462 -0.00316 1.25872 0.78414 160.41461 -0.00316 -1.00000 16.36564 0.00831 16.00003 0.00936 15.80724 0.02193 0.02782
72.11514 44.92441 19.10230 0.01715 18.23463 0.02915 18.75164 0.03300 -1.00000 0.00000 160.41515 -0.00758 1.25865 0.78408 160.41513 -0.00759 -1.00000 16.87244 0.01253 16.31883 0.01236 16.15060 0.02977 0.03532
72.11208 44.92628 17.30701 0.00531 16.58938 0.00939 16.99416 0.01006 -1.00000 0.00000 160.41232 -0.00803 1.25859 0.78411 160.41231 -0.00804 -1.00000 15.57963 0.00461 15.16869 0.00464 15.01908 0.01103 0.01320
72.11015 44.93581 16.93695 0.00432 16.24981 0.00769 16.61164 0.00807 -1.00000 0.00000 160.40415 -0.00294 1.25856 0.78428 160.40414 -0.00295 -1.00000 15.26343 0.00370 14.87146 0.00365 14.74095 0.00870 0.01888
72.10740 44.92667 17.53192 0.00604 16.80122 0.01070 17.23521 0.01162 -1.00000 0.00000 160.40989 -0.01031 1.25851 0.78412 160.40987 -0.01032 -1.00000 15.76541 0.00527 15.38094 0.00553 15.23504 0.01327 0.02003
72.10559 44.93616 17.04651 0.00459 16.30250 0.00793 16.68977 0.00844 -1.00000 0.00000 160.40181 -0.00519 1.25848 0.78428 160.40179 -0.00519 -1.00000 15.21636 0.00358 14.76422 0.00335 14.61591 0.00783 0.02281
72.10283 44.91612 19.28264 0.01964 18.43480 0.03408 18.95044 0.03849 -1.00000 0.00000 160.41587 -0.01959 1.25843 0.78393 160.41586 -0.01959 -1.00000 17.18951 0.01638 16.71017 0.01747 16.58325 0.04393 0.02277
72.09925 44.94123 17.43513 0.00571 16.68690 0.00997 17.09950 0.01071 -1.00000 0.00000 160.39504 -0.00535 1.25837 0.78437 160.39502 -0.00535 -1.00000 15.55885 0.00454 15.09170 0.00436 14.94108 0.01028 0.04343
72.09874 44.93986 19.84502 0.03060 18.83705 0.04714 19.34373 0.05273 -1.00000 0.00000 160.39585 -0.00651 1.25836 0.78435 160.39583 -0.00653 -1.00000 17.33040 0.01845 16.62994 0.01627 16.47369 0.03964 0.06111
72.09796 44.91731 19.49392 0.02313 18.08626 0.02602 18.78294 0.03380 -1.00000 0.00000 160.41274 -0.02146 1.25835 0.78396 160.41271 -0.02147 -1.00000 16.28869 0.00785 15.58931 0.00658 15.34048 0.01454 0.06358
72.09794 44.92390 17.26705 0.00519 16.41450 0.00846 16.86520 0.00933 -1.00000 0.00000 160.40769 -0.01723 1.25835 0.78407 160.40767 -0.01723 -2.00000 15.12606 0.00338 14.55357 0.00285 14.37884 0.00645 0.05605
72.09555 44.91798 18.11083 0.00862 17.36093 0.01543 17.78887 0.01655 -1.00000 0.00000 160.41113 -0.02233 1.25830 0.78397 160.41111 -0.02234 -1.00000 16.27758 0.00778 15.90583 0.00862 15.80674 0.02188 0.03182
72.09449 44.92884 19.39225 0.02137 18.56702 0.03786 19.07071 0.04232 -1.00000 0.00000 160.40234 -0.01591 1.25829 0.78416 160.40232 -0.01592 -1.00000 17.26073 0.01740 16.74758 0.01806 16.59551 0.04429 0.05287
72.08977 44.92312 18.55469 0.01158 17.71894 0.01984 18.25237 0.02279 -1.00000 0.00000 160.40456 -0.02215 1.25820 0.78406 160.40455 -0.02217 -1.00000 16.55344 0.00969 16.12880 0.01046 15.95873 0.02502 0.04155
72.08843 44.91213 16.72541 0.00386 16.06218 0.00691 16.43014 0.00730 -1.00000 0.00000 160.41236 -0.02996 1.25818 0.78386 160.41235 -0.02996 -1.00000 15.11716 0.00336 14.76968 0.00337 14.65525 0.00810 0.01001
72.08747 44.94850 18.44246 0.01073 17.61758 0.01845 18.06270 0.01994 -1.00000 0.00000 160.38410 -0.00704 1.25816 0.78450 160.38408 -0.00706 -1.00000 16.42734 0.00875 16.01208 0.00945 15.80169 0.02169 0.07190
72.08477 44.90447 19.06021 0.01662 18.22820 0.02901 18.69694 0.03165 -1.00000 0.00000 160.41654 -0.03688 1.25812 0.78373 160.41652 -0.03688 -1.00000 16.92770 0.01318 16.39818 0.01325 16.21766 0.03157 0.05665
72.08507 44.93305 19.31504 0.02014 18.45255 0.03457 18.89888 0.03697 -1.00000 0.00000 160.39482 -0.01830 1.25812 0.78423 160.39480 -0.01830 -1.00000 17.29323 0.01791 16.76793 0.01840 16.61732 0.04511 0.04040
72.08507 44.93895 19.45641 0.02246 18.48710 0.03553 18.99370 0.03982 -1.00000 0.00000 160.39031 -0.01450 1.25812 0.78433 160.39031 -0.01452 -2.00000 17.05780 0.01467 16.30368 0.01220 16.11002 0.02857 0.07545
72.08207 44.94887 19.90773 0.03220 18.92801 0.05081 19.41483 0.05589 -1.00000 0.00000 160.38136 -0.00973 1.25807 0.78451 160.38134 -0.00973 -1.00000 17.28310 0.01775 16.60337 0.01589 16.39474 0.03684 0.04429
72.08102 44.90921 17.63164 0.00641 16.88297 0.01127 17.38888 0.01278 -1.00000 0.00000 160.41120 -0.03585 1.25805 0.78381 160.41119 -0.03586 -1.00000 15.74718 0.00522 15.36063 0.00543 15.18118 0.01265 0.01655
72.07996 44.90541 15.88285 0.00251 15.02543 0.00399 15.46041 0.00441 -1.00000 0.00000 160.41362 -0.03888 1.25803 0.78375 160.41361 -0.03887 -1.00000 13.73838 0.00147 13.10023 0.00104 12.94805 0.00221 0.03857
72.07633 44.96501 18.14765 0.00883 17.30345 0.01484 17.76365 0.01627 -1.00000 0.00000 160.36640 -0.00243 1.25797 0.78479 160.36638 -0.00243 -1.00000 16.12758 0.00692 15.71189 0.00730 15.55227 0.01738 0.04421
72.07523 44.92194 16.65674 0.00372 15.90038 0.00631 16.31047 0.00684 -1.00000 0.00000 160.39883 -0.03079 1.25795 0.78404 160.39882 -0.03079 -1.00000 14.77615 0.00270 14.35020 0.00245 14.18753 0.00552 0.01078
72.07340 44.90507 19.13317 0.01755 18.18096 0.02797 18.66349 0.03085 -1.00000 0.00000 160.41089 -0.04264 1.25792 0.78374 160.41089 -0.04265 -1.00000 16.72549 0.01117 16.10739 0.01027 15.87152 0.02315 0.01851
72.07363 44.93988 17.80775 0.00713 17.10261 0.01298 17.57131 0.01435 -1.00000 0.00000 160.38438 -0.02009 1.25792 0.78435 160.38436 -0.02009 -1.00000 16.03779 0.00647 15.72142 0.00737 15.52093 0.01694 0.04088
72.07321 44.95429 17.54658 0.00610 16.78531 0.01060 17.20318 0.01140 -1.00000 0.00000 160.37317 -0.01103 1.25791 0.78460 160.37314 -0.01103 -1.00000 15.68263 0.00497 15.24577 0.00494 15.07772 0.01152 0.05430
72.07337 44.97123 16.42359 0.00329 15.61887 0.00542 16.04220 0.00593 -1.00000 0.00000 160.36029 -0.00002 1.25792 0.78490 160.36027 -0.00003 -1.00000 14.45113 0.00221 14.00021 0.00189 13.83209 0.00417 0.04985
72.07194 44.96681 19.90198 0.03205 19.04085 0.05581 19.60027 0.06517 -1.00000 0.00000 160.36302 -0.00365 1.25789 0.78482 160.36298 -0.00365 -1.00000 17.40908 0.01975 16.90369 0.02075 16.63874 0.04581 0.11331
72.07032 44.91732 19.96023 0.03361 19.09532 0.05842 19.55056 0.06252 -1.00000 0.00000 160.40012 -0.03642 1.25786 0.78396 160.40010 -0.03642 -1.00000 17.72402 0.02603 17.28719 0.02934 17.07672 0.06842 0.04014
72.07057 44.93281 19.80187 0.02954 18.89339 0.04938 19.51151 0.06053 -1.00000 0.00000 160.38839 -0.02630 1.25787 0.78423 160.38837 -0.02631 -1.00000 17.64113 0.02420 17.13991 0.02570 17.09716 0.06961 0.02533
72.07082 44.93660 17.55996 0.00615 16.81591 0.01080 17.29904 0.01209 -1.00000 0.00000 160.38561 -0.02372 1.25787 0.78429 160.38559 -0.02372 -1.00000 15.70841 0.00507 15.37220 0.00549 15.16499 0.01243 0.05000
72.06919 44.89906 19.43587 0.02210 18.58060 0.03828 18.99245 0.03978 -1.00000 0.00000 160.41356 -0.04880 1.25784 0.78364 160.41356 -0.04880 -1.00000 17.33941 0.01870 16.80924 0.01909 16.65732 0.04684 0.02450
72.06899 44.90990 19.29009 0.01976 18.41118 0.03346 18.98637 0.03959 -1.00000 0.00000 160.40518 -0.04192 1.25784 0.78383 160.40518 -0.04193 -1.00000 17.13798 0.01573 16.64773 0.01654 16.46905 0.03948 0.02735
72.06957 44.96933 19.18478 0.01824 18.21756 0.02877 18.87969 0.03642 -1.00000 0.00000 160.36001 -0.00330 1.25785 0.78486 160.35999 -0.00330 -1.00000 16.84309 0.01225 16.32550 0.01241 16.18610 0.03047 0.07055
72.06832 44.91892 19.06148 0.01663 18.21362 0.02868 18.75005 0.03296 -1.00000 0.00000 160.39798 -0.03647 1.25783 0.78398 160.39797 -0.03647 -1.00000 17.02486 0.01430 16.60865 0.01598 16.36430 0.03589 0.02162
72.06868 44.92912 18.53355 0.01141 17.75694 0.02039 18.15152 0.02122 -1.00000 0.00000 160.39035 -0.02970 1.25784 0.78416 160.39033 -0.02970 -1.00000 16.52875 0.00951 16.05326 0.00981 15.93826 0.02450 0.04048
72.06900 44.94576 18.46493 0.01089 17.70516 0.01964 18.18628 0.02174 -1.00000 0.00000 160.37777 -0.01880 1.25784 0.78445 160.37775 -0.01880 -1.00000 16.56359 0.00977 16.24251 0.01156 16.12187 0.02882 0.06876
72.06884 44.93872 17.66789 0.00655 16.90997 0.01146 17.32250 0.01226 -1.00000 0.00000 160.38308 -0.02343 1.25784 0.78433 160.38306 -0.02343 1.00000 nan nan nan nan nan nan nan
72.06957 44.97160 17.74782 0.00688 16.74982 0.01036 17.26984 0.01187 -1.00000 0.00000 160.35828 -0.00184 1.25785 0.78490 160.35826 -0.00185 -1.00000 15.35264 0.00394 14.66907 0.00311 14.48055 0.00697 0.04273
72.06881 44.95958 19.99627 0.03462 18.76395 0.04440 19.52530 0.06123 -1.00000 0.00000 160.36712 -0.01000 1.25784 0.78469 160.36710 -0.01000 -1.00000 17.23001 0.01697 16.49110 0.01438 16.30717 0.03399 0.03558
72.06736 44.90062 17.72653 0.00679 16.97034 0.01191 17.39784 0.01285 -1.00000 0.00000 160.41153 -0.04879 1.25781 0.78366 160.41152 -0.04880 -1.00000 15.91787 0.00593 15.54452 0.00634 15.40286 0.01532 0.02661
72.06660 44.89731 19.49163 0.02308 18.57613 0.03814 19.09284 0.04307 -1.00000 0.00000 160.41372 -0.05133 1.25780 0.78361 160.41370 -0.05133 -1.00000 17.18233 0.01636 16.54668 0.01512 16.23682 0.03206 0.04373
72.06787 44.96657 18.82868 0.01404 17.75679 0.02039 18.41309 0.02560 -1.00000 0.00000 160.36135 -0.00600 1.25782 0.78481 160.36132 -0.00600 -1.00000 16.12540 0.00691 15.56042 0.00642 15.32601 0.01425 0.07203
72.06452 44.92977 18.41467 0.01053 17.63657 0.01870 18.07903 0.02017 -1.00000 0.00000 160.38795 -0.03153 1.25776 0.78417 160.38792 -0.03153 -1.00000 16.44817 0.00892 15.97197 0.00914 15.80414 0.02174 0.08009
72.06429 44.93172 19.74676 0.02826 18.01798 0.02472 18.82959 0.03503 -1.00000 0.00000 160.38636 -0.03040 1.25776 0.78421 160.38634 -0.03042 -1.00000 16.09976 0.00680 15.45769 0.00590 15.11705 0.01193 0.05075
72.06399 44.93538 19.63565 0.02586 18.62826 0.03977 19.24806 0.04879 -1.00000 0.00000 160.38342 -0.02821 1.25775 0.78427 160.38338 -0.02820 -1.00000 17.16192 0.01605 16.47799 0.01423 16.24681 0.03224 0.11681
72.06243 44.89274 17.90165 0.00756 17.10451 0.01300 17.58281 0.01446 -1.00000 0.00000 160.41531 -0.05654 1.25773 0.78353 160.41530 -0.05654 -1.00000 15.96687 0.00616 15.54969 0.00637 15.42450 0.01561 0.00320
72.06358 44.94357 18.16727 0.00894 17.40872 0.01594 17.80615 0.01674 -1.00000 0.00000 160.37697 -0.02315 1.25775 0.78441 160.37694 -0.02314 -1.00000 16.21535 0.00742 15.76817 0.00767 15.59123 0.01800 0.09148
72.06330 44.96155 18.45357 0.01081 17.68069 0.01930 18.10181 0.02049 -1.00000 0.00000 160.36310 -0.01171 1.25774 0.78473 160.36307 -0.01171 -1.00000 16.53231 0.00952 16.12145 0.01039 15.98510 0.02547 0.06861
72.06131 44.92403 17.82986 0.00723 17.11350 0.01307 17.54582 0.01412 -1.00000 0.00000 160.39088 -0.03698 1.25771 0.78407 160.39086 -0.03698 -1.00000 15.96229 0.00613 15.59689 0.00663 15.41661 0.01546 0.02427
72.05998 44.89579 17.87687 0.00744 17.10543 0.01300 17.60366 0.01465 -1.00000 0.00000 160.41186 -0.05590 1.25768 0.78358 160.41184 -0.05590 -1.00000 15.99856 0.00631 15.62275 0.00678 15.45210 0.01598 0.03550
72.06132 44.97774 17.26022 0.00517 16.25721 0.00772 16.75051 0.00873 -1.00000 0.00000 160.34982 -0.00234 1.25771 0.78501 160.34981 -0.00234 -1.00000 14.83694 0.00280 14.14531 0.00210 13.92506 0.00447 0.02925
72.05875 44.89093 16.88575 0.00420 15.97898 0.00660 16.46057 0.00742 -1.00000 0.00000 160.41501 -0.05970 1.25766 0.78349 160.41501 -0.05969 -1.00000 14.56537 0.00238 13.94616 0.00183 13.76093 0.00396 0.05047
72.05864 44.94846 19.34113 0.02054 18.48464 0.03546 18.99127 0.03975 -1.00000 0.00000 160.37098 -0.02267 1.25766 0.78450 160.37095 -0.02267 -1.00000 17.25812 0.01741 16.80419 0.01901 16.60494 0.04445 0.09066
72.05703 44.89969 17.90974 0.00759 17.08122 0.01280 17.62854 0.01489 -1.00000 0.00000 160.40753 -0.05498 1.25763 0.78365 160.40751 -0.05498 -1.00000 15.87364 0.00575 15.47587 0.00599 15.29174 0.01389 0.05100
72.05731 44.93379 19.55308 0.02423 18.65174 0.04053 19.13084 0.04440 -1.00000 0.00000 160.38159 -0.03284 1.25764 0.78424 160.38157 -0.03285 -1.00000 17.32147 0.01840 16.69250 0.01723 16.50832 0.04078 0.04342
72.05733 44.97958 19.25318 0.01921 18.41056 0.03344 18.92114 0.03762 -1.00000 0.00000 160.34660 -0.00331 1.25764 0.78504 160.34657 -0.00332 -1.00000 17.15905 0.01595 16.66015 0.01667 16.52004 0.04106 0.06097
72.05688 44.92051 14.20305 0.00112 13.63655 0.00203 13.92923 0.00210 -1.00000 0.00000 160.39155 -0.04164 1.25763 0.78401 160.39153 -0.04164 -1.00000 12.85411 0.00093 12.56291 0.00076 12.47014 0.00162 0.02722
72.05438 44.91133 18.09536 0.00854 17.20544 0.01389 17.66436 0.01524 -1.00000 0.00000 160.39742 -0.04892 1.25759 0.78385 160.39740 -0.04891 -1.00000 15.86322 0.00570 15.28507 0.00511 15.08956 0.01165 0.05310
72.05446 44.91684 17.16095 0.00489 16.42016 0.00849 16.80015 0.00898 -1.00000 0.00000 160.39325 -0.04532 1.25759 0.78395 160.39323 -0.04532 -1.00000 15.35486 0.00396 14.94366 0.00387 14.78809 0.00902 0.03485
72.05334 44.89860 19.05847 0.01660 18.19671 0.02831 18.66344 0.03085 -1.00000 0.00000 160.40668 -0.05768 1.25757 0.78363 160.40666 -0.05768 -1.00000 16.92729 0.01323 16.41447 0.01346 16.23529 0.03196 0.04740
72.05295 44.89344 18.26447 0.00953 17.23796 0.01420 17.75628 0.01619 -1.00000 0.00000 160.41044 -0.06122 1.25756 0.78354 160.41043 -0.06122 -1.00000 15.76844 0.00533 15.04274 0.00419 14.82254 0.00929 0.02706
72.05300 44.90907 18.42308 0.01059 17.61382 0.01840 18.09587 0.02040 -1.00000 0.00000 160.39852 -0.05111 1.25756 0.78381 160.39850 -0.05112 -1.00000 16.51810 0.00946 16.05166 0.00980 15.88010 0.02326 0.03074
72.05187 44.89496 18.90964 0.01488 18.11158 0.02653 18.57044 0.02877 -1.00000 0.00000 160.40879 -0.06083 1.25754 0.78356 160.40878 -0.06083 -1.00000 16.88085 0.01274 16.53139 0.01493 16.32835 0.03474 0.02426
72.05394 44.98228 18.15061 0.00885 17.38050 0.01564 17.82688 0.01697 -1.00000 0.00000 160.34298 -0.00341 1.25758 0.78509 160.34297 -0.00340 -1.00000 16.23868 0.00754 15.80560 0.00789 15.62264 0.01843 0.04294
72.05185 44.90109 17.98724 0.00797 17.21158 0.01395 17.64173 0.01502 -1.00000 0.00000 160.40409 -0.05688 1.25754 0.78367 160.40407 -0.05689 -1.00000 16.08342 0.00674 15.69638 0.00722 15.50737 0.01675 0.04214
72.05161 44.91873 19.66324 0.02643 18.77420 0.04477 19.21255 0.04741 -1.00000 0.00000 160.39050 -0.04564 1.25754 0.78398 160.39049 -0.04565 -2.00000 17.43189 0.02026 16.94436 0.02159 16.73038 0.04987 0.02677
72.05168 44.93418 18.52625 0.01136 17.70181 0.01959 18.16598 0.02144 -1.00000 0.00000 160.37872 -0.03564 1.25754 0.78425 160.37870 -0.03564 -1.00000 16.49155 0.00925 16.01294 0.00948 15.85402 0.02270 0.05675
72.05230 44.96038 17.93793 0.00773 17.16813 0.01355 17.60402 0.01465 -1.00000 0.00000 160.35898 -0.01841 1.25755 0.78471 160.35896 -0.01841 -1.00000 15.99104 0.00625 15.60113 0.00664 15.43837 0.01571 0.05899
72.05067 44.90898 19.87386 0.03132 18.90619 0.04990 19.43031 0.05661 -1.00000 0.00000 160.39753 -0.05244 1.25752 0.78381 160.39751 -0.05244 -1.00000 17.60014 0.02346 17.07190 0.02420 16.97822 0.06246 0.03402
72.05195 44.96970 17.13905 0.00483 16.43187 0.00855 16.88956 0.00946 -1.00000 0.00000 160.35169 -0.01259 1.25754 0.78487 160.35167 -0.01259 -1.00000 15.37532 0.00400 15.09531 0.00436 14.93512 0.01017 0.03205
72.05171 44.98083 19.67144 0.02661 18.68612 0.04168 19.36732 0.05376 -1.00000 0.00000 160.34308 -0.00555 1.25754 0.78506 160.34306 -0.00555 -1.00000 17.15556 0.01591 16.63489 0.01629 16.41846 0.03745 0.06551
72.04941 44.90368 19.65111 0.02618 18.70147 0.04220 19.29732 0.05078 -1.00000 0.00000 160.40100 -0.05653 1.25750 0.78372 160.40098 -0.05654 -1.00000 17.23968 0.01722 16.68470 0.01712 16.51456 0.04105 0.05508
72.04932 44.97094 19.10358 0.01716 18.25874 0.02970 18.72041 0.03222 -1.00000 0.00000 160.34955 -0.01322 1.25750 0.78489 160.34952 -0.01322 -1.00000 16.95897 0.01352 16.42078 0.01349 16.20549 0.03095 0.07715
72.04773 44.91102 16.84781 0.00412 16.14387 0.00724 16.49311 0.00756 -1.00000 0.00000 160.39462 -0.05271 1.25747 0.78385 160.39460 -0.05271 -1.00000 15.13268 0.00341 14.68786 0.00317 15.00649 0.01085 0.03738
72.04595 44.98532 17.50193 0.00594 16.72947 0.01023 17.15877 0.01109 -1.00000 0.00000 160.33702 -0.00577 1.25744 0.78514 160.33700 -0.00577 -1.00000 15.55493 0.00453 15.15434 0.00457 14.98896 0.01063 0.04505
72.04427 44.94511 18.52408 0.01134 17.55308 0.01763 18.14216 0.02108 -1.00000 0.00000 160.36698 -0.03260 1.25741 0.78444 160.36697 -0.03260 -1.00000 16.06770 0.00664 15.52275 0.00623 15.27563 0.01365 0.03403
72.04443 44.95744 17.46525 0.00581 16.71292 0.01013 17.12264 0.01085 -1.00000 0.00000 160.35763 -0.02457 1.25741 0.78466 160.35761 -0.02457 -1.00000 15.68671 0.00500 15.30479 0.00519 15.18864 0.01265 0.04386
72.04273 44.89825 17.73766 0.00683 16.91635 0.01151 17.39022 0.01279 -1.00000 0.00000 160.40210 -0.06365 1.25738 0.78362 160.40208 -0.06366 -1.00000 15.68416 0.00501 15.22713 0.00488 15.03880 0.01115 0.02514
72.04278 44.96300 19.87988 0.03147 18.82024 0.04649 19.52475 0.06120 -1.00000 0.00000 160.35263 -0.02187 1.25738 0.78475 160.35260 -0.02187 -1.00000 17.09975 0.01523 16.51385 0.01466 16.26273 0.03259 0.07680
72.04070 44.91203 18.59408 0.01190 17.75995 0.02043 18.23053 0.02244 -1.00000 0.00000 160.39064 -0.05587 1.25735 0.78386 160.39061 -0.05587 -1.00000 16.56161 0.00982 16.10441 0.01028 15.92785 0.02424 0.07189
