# ra_1	dec_1	r	rErr	i	iErr	ha	haErr	mergedClass_1	errBits	l	b	RA_2	DEC_2	L	B	MERGEDCLASS_2	J	JERR	H	HERR	K	KERR	Separation
#71.71345 45.19067 15.15112 0.00178 14.53683 0.00308 14.86707 0.00330 -1.00000 0.00000 160.02859 -0.05216 1.25164 0.78873 160.02862 -0.05213 -1.00000 13.73026 0.00137 13.42028 0.00124 13.31220 0.00254 0.16115
71.72791 45.20118 19.71942 0.02845 18.80416 0.04506 19.30795 0.04936 -1.00000 0.00000 160.02719 -0.03759 1.25189 0.78891 160.02720 -0.03759 -1.00000 17.41498 0.01702 16.84451 0.01828 16.65664 0.03985 0.04393
71.75437 45.20066 19.24586 0.01956 18.23334 0.02860 18.72069 0.03116 -1.00000 0.00000 160.03966 -0.02372 1.25235 0.78890 160.03967 -0.02371 -1.00000 16.70358 0.00946 16.06885 0.00921 15.85193 0.01944 0.07130
71.73714 45.20046 19.57484 0.02533 18.63619 0.03931 19.19450 0.04506 -1.00000 0.00000 160.03195 -0.03310 1.25205 0.78890 160.03196 -0.03310 -1.00000 17.32319 0.01575 16.80985 0.01770 16.69145 0.04112 0.06774
71.76067 45.19920 17.21804 0.00504 16.44519 0.00845 16.92206 0.00943 -1.00000 0.00000 160.04365 -0.02128 1.25246 0.78887 160.04366 -0.02128 -1.00000 15.32284 0.00346 14.97285 0.00371 14.81852 0.00802 0.06421
71.74216 45.19902 18.12079 0.00876 17.28243 0.01436 17.86129 0.01690 -1.00000 0.00000 160.03534 -0.03134 1.25214 0.78887 160.03535 -0.03135 -1.00000 16.00736 0.00557 15.63632 0.00639 15.43218 0.01348 0.05557
71.73414 45.19851 19.28061 0.02009 18.36027 0.03156 18.86968 0.03492 -1.00000 0.00000 160.03206 -0.03597 1.25200 0.78886 160.03208 -0.03598 -1.00000 16.97076 0.01176 16.49511 0.01341 16.26661 0.02809 0.09267
71.73124 45.19841 18.87530 0.01480 17.90673 0.02234 18.43485 0.02521 -1.00000 0.00000 160.03082 -0.03760 1.25195 0.78886 160.03083 -0.03760 -1.00000 16.51075 0.00815 15.94113 0.00829 15.74410 0.01769 0.04188
71.75604 45.19570 18.98927 0.01610 18.09042 0.02563 18.65212 0.02959 -1.00000 0.00000 160.04420 -0.02603 1.25238 0.78881 160.04421 -0.02604 -1.00000 16.72448 0.00963 16.31677 0.01142 16.08352 0.02387 0.06950
71.73838 45.19243 17.67019 0.00659 16.95579 0.01158 17.45561 0.01300 -1.00000 0.00000 160.03863 -0.03763 1.25207 0.78876 160.03864 -0.03764 -1.00000 15.89131 0.00513 15.58971 0.00616 15.43641 0.01355 0.03869
71.72886 45.18928 19.09661 0.01745 18.11682 0.02615 18.72411 0.03124 -1.00000 0.00000 160.03669 -0.04478 1.25190 0.78870 160.03669 -0.04480 -1.00000 16.71268 0.00957 16.23323 0.01069 16.04030 0.02301 0.06315
71.74714 45.18917 18.11837 0.00875 17.26164 0.01416 17.69359 0.01513 -1.00000 0.00000 160.04512 -0.03504 1.25222 0.78870 160.04513 -0.03504 -1.00000 15.97991 0.00546 15.34613 0.00503 15.19489 0.01102 0.07154
71.73032 45.18615 19.71281 0.02830 18.71070 0.04175 19.28213 0.04834 -1.00000 0.00000 160.03974 -0.04603 1.25193 0.78865 160.03975 -0.04604 -1.00000 17.25357 0.01490 16.78159 0.01731 16.58057 0.03730 0.07452
71.73368 45.18508 19.88012 0.03245 19.01644 0.05371 19.54221 0.05977 -1.00000 0.00000 160.04209 -0.04492 1.25199 0.78863 160.04208 -0.04493 -1.00000 17.57411 0.01954 17.15177 0.02408 17.09232 0.05924 0.01329
71.74340 45.18509 19.01260 0.01638 18.06568 0.02516 18.65608 0.02968 -1.00000 0.00000 160.04652 -0.03970 1.25216 0.78863 160.04653 -0.03971 -1.00000 16.66622 0.00922 16.18865 0.01026 15.99630 0.02214 0.07015
71.72863 45.18365 18.21151 0.00930 17.39042 0.01545 17.92913 0.01768 -1.00000 0.00000 160.04087 -0.04856 1.25190 0.78860 160.04088 -0.04857 -1.00000 16.13143 0.00612 15.74751 0.00705 15.55985 0.01511 0.05166
71.74656 45.18373 17.79225 0.00710 16.87317 0.01099 17.44083 0.01288 -1.00000 0.00000 160.04899 -0.03888 1.25221 0.78860 160.04900 -0.03888 -1.00000 15.55503 0.00405 15.09985 0.00412 14.93965 0.00889 0.05991
71.73448 45.18317 18.71434 0.01316 17.77799 0.02032 18.30441 0.02295 -1.00000 0.00000 160.04391 -0.04572 1.25200 0.78859 160.04391 -0.04574 -1.00000 16.52113 0.00824 16.03982 0.00904 15.85571 0.01957 0.05211
71.76000 45.18291 19.24608 0.01956 18.20330 0.02794 18.81496 0.03348 -1.00000 0.00000 160.05575 -0.03219 1.25245 0.78859 160.05576 -0.03220 -1.00000 16.78935 0.01016 16.16562 0.01003 15.92620 0.02081 0.06623
71.72339 45.18246 19.45307 0.02299 18.44101 0.03363 19.05600 0.04037 -1.00000 0.00000 160.03938 -0.05214 1.25181 0.78858 160.03939 -0.05215 -1.00000 17.08321 0.01295 16.53134 0.01390 16.42332 0.03243 0.05866
71.75166 45.17871 18.31010 0.00993 17.40802 0.01564 17.95018 0.01794 -1.00000 0.00000 160.05515 -0.03939 1.25230 0.78852 160.05516 -0.03940 -1.00000 16.10568 0.00600 15.69432 0.00672 15.43707 0.01358 0.04784
71.74431 45.17536 18.38538 0.01046 17.51924 0.01690 18.02422 0.01886 -1.00000 0.00000 160.05435 -0.04551 1.25217 0.78846 160.05436 -0.04551 -1.00000 16.31192 0.00701 15.87805 0.00786 15.64952 0.01635 0.06355
71.75843 45.17467 18.33012 0.01007 17.43255 0.01591 17.94921 0.01793 -1.00000 0.00000 160.06132 -0.03837 1.25242 0.78845 160.06133 -0.03837 -1.00000 16.17894 0.00634 15.70599 0.00678 15.51903 0.01459 0.09210
71.74762 45.17180 18.74810 0.01349 17.85386 0.02148 18.33550 0.02346 -1.00000 0.00000 160.05857 -0.04603 1.25223 0.78840 160.05857 -0.04604 -1.00000 16.61702 0.00889 16.16635 0.01007 16.02441 0.02275 0.04644
71.75468 45.17172 18.25109 0.00955 17.40618 0.01562 17.90647 0.01742 -1.00000 0.00000 160.06186 -0.04229 1.25236 0.78839 160.06187 -0.04230 -1.00000 16.14328 0.00618 15.68389 0.00666 15.52840 0.01472 0.06868
71.73710 45.17060 19.74173 0.02897 18.68778 0.04099 19.35904 0.05144 -1.00000 0.00000 160.05469 -0.05246 1.25205 0.78838 160.05469 -0.05248 -1.00000 17.21702 0.01449 16.57503 0.01443 16.40812 0.03205 0.07613
71.75889 45.16914 19.68841 0.02775 18.65468 0.03990 19.31592 0.04968 -1.00000 0.00000 160.06574 -0.04170 1.25243 0.78835 160.06576 -0.04171 -1.00000 17.14464 0.01362 16.50469 0.01352 16.28577 0.02872 0.07279
71.74969 45.16827 17.19540 0.00498 16.38516 0.00816 16.83571 0.00898 -1.00000 0.00000 160.06221 -0.04721 1.25227 0.78833 160.06222 -0.04721 -1.00000 15.18948 0.00319 14.74209 0.00312 14.59883 0.00673 0.08865
71.74312 45.16681 19.09324 0.01741 18.03983 0.02467 18.61043 0.02869 -1.00000 0.00000 160.06032 -0.05168 1.25215 0.78831 160.06033 -0.05169 -1.00000 16.63695 0.00904 15.92088 0.00817 15.70464 0.01719 0.05106
71.74636 45.16557 19.66567 0.02724 18.62979 0.03911 19.16928 0.04416 -1.00000 0.00000 160.06274 -0.05074 1.25221 0.78829 160.06274 -0.05075 1.00000 nan nan nan nan nan nan nan
71.72167 45.16319 18.93938 0.01551 17.97784 0.02355 18.46863 0.02584 -1.00000 0.00000 160.05328 -0.06555 1.25178 0.78825 160.05329 -0.06555 -1.00000 16.55766 0.00852 15.89209 0.00800 15.71848 0.01742 0.07406
71.71850 45.15966 19.24567 0.01956 18.34516 0.03119 18.89980 0.03574 -1.00000 0.00000 160.05453 -0.06954 1.25172 0.78818 160.05452 -0.06955 -1.00000 16.99736 0.01213 16.41268 0.01258 16.25022 0.02791 0.01962
71.73728 45.15949 15.47725 0.00203 14.75755 0.00342 15.13550 0.00369 -1.00000 0.00000 160.06323 -0.05956 1.25205 0.78818 160.06323 -0.05956 -1.00000 13.74853 0.00138 13.34424 0.00118 13.19132 0.00235 0.04859
71.74604 45.15613 19.27645 0.02003 18.30188 0.03016 18.85881 0.03462 -1.00000 0.00000 160.06979 -0.05703 1.25220 0.78812 160.06980 -0.05703 -1.00000 17.01122 0.01224 16.44966 0.01294 16.27634 0.02859 0.06667
71.75587 45.15639 17.51780 0.00601 16.67588 0.00972 17.17211 0.01093 -1.00000 0.00000 160.07408 -0.05158 1.25238 0.78813 160.07409 -0.05158 -1.00000 15.52749 0.00399 15.11064 0.00417 14.94628 0.00899 0.06323
71.72048 45.15467 18.98735 0.01608 18.09341 0.02569 18.60638 0.02860 -1.00000 0.00000 160.05923 -0.07171 1.25176 0.78810 160.05924 -0.07172 -1.00000 16.88339 0.01106 16.40412 0.01249 16.25816 0.02813 0.04852
71.74225 45.15400 18.57780 0.01195 17.62259 0.01817 18.10969 0.02001 -1.00000 0.00000 160.06968 -0.06044 1.25214 0.78809 160.06968 -0.06045 -1.00000 16.15944 0.00628 15.47495 0.00562 15.25359 0.01167 0.05052
71.72531 45.15316 19.86887 0.03215 18.92622 0.04983 19.43268 0.05462 -1.00000 0.00000 160.06258 -0.07009 1.25184 0.78807 160.06258 -0.07011 -1.00000 17.59687 0.02007 17.07219 0.02257 16.91813 0.05094 0.07310
71.74719 45.15211 19.34519 0.02112 18.45454 0.03400 19.04946 0.04016 -1.00000 0.00000 160.07338 -0.05902 1.25222 0.78805 160.07339 -0.05904 -1.00000 17.20669 0.01440 16.70814 0.01626 16.56718 0.03713 0.08589
71.74000 45.15138 15.94614 0.00256 15.25471 0.00439 15.60101 0.00465 -1.00000 0.00000 160.07065 -0.06335 1.25210 0.78804 160.07066 -0.06336 -1.00000 14.29279 0.00186 13.91232 0.00171 13.79149 0.00360 0.07728
71.75445 45.15100 18.29883 0.00986 17.45137 0.01612 17.96529 0.01812 -1.00000 0.00000 160.07754 -0.05584 1.25235 0.78803 160.07754 -0.05585 -1.00000 16.27877 0.00686 15.83290 0.00759 15.70024 0.01719 0.06494
71.71896 45.15071 19.75098 0.02919 18.88779 0.04827 19.28363 0.04840 -1.00000 0.00000 160.06154 -0.07509 1.25173 0.78803 160.06154 -0.07511 -1.00000 17.51638 0.01875 16.98237 0.02086 16.86091 0.04839 0.05599
71.73506 45.15012 19.82019 0.03089 18.90175 0.04883 19.39163 0.05282 -1.00000 0.00000 160.06936 -0.06682 1.25201 0.78802 160.06935 -0.06684 -1.00000 17.46949 0.01799 16.99376 0.02101 16.77443 0.04476 0.07224
71.73054 45.14989 18.92062 0.01530 18.06704 0.02518 18.53622 0.02715 -1.00000 0.00000 160.06747 -0.06940 1.25193 0.78801 160.06747 -0.06941 -1.00000 16.84556 0.01072 16.37234 0.01213 16.20594 0.02687 0.06453
71.71497 45.14864 19.02230 0.01650 18.13833 0.02658 18.71290 0.03098 -1.00000 0.00000 160.06130 -0.07858 1.25166 0.78799 160.06131 -0.07858 -1.00000 17.00847 0.01226 16.63670 0.01535 16.43961 0.03312 0.03628
71.73284 45.14626 18.15517 0.00896 17.35717 0.01510 17.80384 0.01627 -1.00000 0.00000 160.07128 -0.07052 1.25197 0.78795 160.07129 -0.07053 -1.00000 16.20956 0.00652 15.76784 0.00721 15.61892 0.01602 0.06788
71.75495 45.14605 18.77640 0.01377 17.85522 0.02150 18.30684 0.02299 -1.00000 0.00000 160.08154 -0.05877 1.25236 0.78795 160.08155 -0.05878 -1.00000 16.43579 0.00774 15.81939 0.00750 15.60666 0.01585 0.07182
71.73879 45.14570 19.34956 0.02120 18.30804 0.03030 18.91397 0.03613 -1.00000 0.00000 160.07442 -0.06768 1.25208 0.78794 160.07443 -0.06769 -1.00000 16.95927 0.01175 16.39246 0.01234 16.14859 0.02555 0.05000
71.75499 45.14431 18.86392 0.01467 17.94076 0.02291 18.48120 0.02607 -1.00000 0.00000 160.08288 -0.05987 1.25236 0.78792 160.08289 -0.05988 -1.00000 16.61612 0.00891 16.12804 0.00978 15.92452 0.02096 0.04740
71.72229 45.14390 15.70098 0.00227 14.56042 0.00310 15.22769 0.00386 -1.00000 0.00000 160.06826 -0.07771 1.25179 0.78791 160.06825 -0.07773 -1.00000 12.76411 0.00084 12.04785 0.00057 11.78842 0.00100 0.04107
71.74000 45.14336 17.73479 0.00685 16.90280 0.01120 17.35335 0.01220 -1.00000 0.00000 160.07676 -0.06855 1.25210 0.78790 160.07677 -0.06856 -1.00000 15.75577 0.00469 15.34742 0.00507 15.18886 0.01106 0.06394
71.72147 45.13958 19.36259 0.02141 18.38839 0.03227 18.98704 0.03824 -1.00000 0.00000 160.07117 -0.08095 1.25178 0.78783 160.07117 -0.08097 -1.00000 17.07302 0.01293 16.61935 0.01512 16.40855 0.03225 0.05612
71.71897 45.13943 18.38446 0.01045 17.58295 0.01767 18.06364 0.01938 -1.00000 0.00000 160.07015 -0.08240 1.25173 0.78783 160.07014 -0.08241 -1.00000 16.45032 0.00785 16.05549 0.00924 15.88172 0.02019 0.05430
71.73329 45.13400 19.27642 0.02002 18.34345 0.03115 18.86318 0.03474 -1.00000 0.00000 160.08083 -0.07822 1.25198 0.78774 160.08084 -0.07823 -1.00000 17.09944 0.01320 16.59370 0.01476 16.44861 0.03347 0.06620
71.73345 45.13155 18.75816 0.01359 17.86449 0.02165 18.35380 0.02377 -1.00000 0.00000 160.08277 -0.07972 1.25198 0.78769 160.08277 -0.07973 -1.00000 16.52154 0.00829 16.04063 0.00912 15.86859 0.01998 0.04372
71.81472 45.18536 19.27417 0.01972 18.31770 0.03029 18.91460 0.03922 -1.00000 0.00000 160.07886 -0.00120 1.25340 0.78863 160.07887 -0.00120 -1.00000 16.91044 0.01124 16.34550 0.01174 16.13717 0.02519 0.07050
71.81127 45.17964 17.74064 0.00686 16.77353 0.01028 17.30110 0.01236 -1.00000 0.00000 160.08164 -0.00676 1.25334 0.78853 160.08166 -0.00676 -1.00000 15.35412 0.00355 14.76960 0.00318 14.57303 0.00660 0.11094
71.80982 45.18676 18.71684 0.01306 17.67023 0.01868 18.15617 0.02205 -1.00000 0.00000 160.07555 -0.00293 1.25332 0.78866 160.07556 -0.00294 -1.00000 16.20827 0.00648 15.49315 0.00567 15.27777 0.01187 0.07057
71.80856 45.17730 18.15876 0.00893 17.30157 0.01447 17.82796 0.01750 -1.00000 0.00000 160.08219 -0.00973 1.25330 0.78849 160.08218 -0.00974 -1.00000 15.97653 0.00547 15.53579 0.00588 15.35604 0.01272 0.03834
71.80508 45.18824 17.93830 0.00775 17.09765 0.01264 17.55869 0.01460 -1.00000 0.00000 160.07227 -0.00452 1.25324 0.78868 160.07228 -0.00452 -1.00000 15.82813 0.00491 15.36125 0.00508 15.20835 0.01117 0.06497
71.80262 45.18416 18.81041 0.01397 17.90602 0.02217 18.40673 0.02650 -1.00000 0.00000 160.07425 -0.00848 1.25319 0.78861 160.07425 -0.00848 -1.00000 16.51625 0.00820 16.01228 0.00878 15.83908 0.01931 0.04805
71.79828 45.18879 18.90046 0.01491 17.94385 0.02280 18.49730 0.02837 -1.00000 0.00000 160.06874 -0.00782 1.25312 0.78869 160.06876 -0.00782 -1.00000 16.54513 0.00837 16.06147 0.00915 15.83148 0.01915 0.07842
71.79835 45.19046 18.88255 0.01472 18.00577 0.02388 18.48419 0.02809 -1.00000 0.00000 160.06750 -0.00670 1.25312 0.78872 160.06751 -0.00670 -1.00000 16.69203 0.00940 16.24936 0.01076 16.10391 0.02436 0.06595
71.79823 45.18207 17.73790 0.00685 16.92809 0.01133 17.38301 0.01302 -1.00000 0.00000 160.07384 -0.01219 1.25312 0.78858 160.07385 -0.01219 -1.00000 15.72949 0.00457 15.33220 0.00496 15.16824 0.01080 0.08146
71.78967 45.19322 19.23818 0.01919 18.24592 0.02866 18.72054 0.03367 -1.00000 0.00000 160.06143 -0.00958 1.25297 0.78877 160.06144 -0.00957 -1.00000 16.70411 0.00947 16.03074 0.00890 15.84579 0.01935 0.06493
71.78820 45.17632 17.39217 0.00557 16.53597 0.00889 17.01424 0.01035 -1.00000 0.00000 160.07365 -0.02130 1.25294 0.78848 160.07366 -0.02130 -1.00000 15.27337 0.00336 14.84122 0.00335 14.65628 0.00704 0.07241
71.78774 45.18881 18.44332 0.01080 17.40861 0.01556 17.87656 0.01809 -1.00000 0.00000 160.06392 -0.01347 1.25293 0.78869 160.06393 -0.01346 -1.00000 15.96118 0.00538 15.26332 0.00468 15.05313 0.00977 0.07620
71.78715 45.17980 19.21764 0.01889 18.32269 0.03041 18.90193 0.03882 -1.00000 0.00000 160.07052 -0.01962 1.25292 0.78854 160.07052 -0.01962 -1.00000 17.03342 0.01238 16.63042 0.01504 16.49354 0.03450 0.05721
71.78583 45.20846 18.15051 0.00888 17.25960 0.01406 17.75096 0.01660 -1.00000 0.00000 160.04807 -0.00178 1.25290 0.78904 160.04807 -0.00177 -1.00000 15.97404 0.00542 15.53194 0.00582 15.33844 0.01242 0.05360
71.78445 45.17231 18.60078 0.01204 17.71256 0.01926 18.20985 0.02292 -1.00000 0.00000 160.07499 -0.02591 1.25288 0.78841 160.07500 -0.02590 -1.00000 16.38291 0.00739 15.86667 0.00775 15.66202 0.01653 0.07489
71.78419 45.17708 19.57112 0.02487 18.58075 0.03728 19.14907 0.04735 -1.00000 0.00000 160.07124 -0.02297 1.25287 0.78849 160.07124 -0.02297 -1.00000 17.20824 0.01431 16.70760 0.01611 16.59664 0.03786 0.05060
71.78390 45.17555 18.43638 0.01075 17.54030 0.01705 18.10960 0.02132 -1.00000 0.00000 160.07227 -0.02412 1.25287 0.78846 160.07228 -0.02411 -1.00000 16.09135 0.00593 15.63825 0.00639 15.41183 0.01329 0.06895
71.78403 45.20257 19.54168 0.02429 18.53959 0.03608 19.04157 0.04341 -1.00000 0.00000 160.05174 -0.00655 1.25287 0.78893 160.05174 -0.00655 -2.00000 17.11540 0.01320 16.49299 0.01328 16.24031 0.02741 0.06327
71.78165 45.20836 18.90154 0.01492 17.94751 0.02286 18.45823 0.02755 -1.00000 0.00000 160.04624 -0.00408 1.25283 0.78903 160.04624 -0.00408 -1.00000 16.55013 0.00837 15.94369 0.00824 15.77110 0.01808 0.03867
71.77770 45.17224 18.27294 0.00963 17.35165 0.01497 17.80047 0.01717 -1.00000 0.00000 160.07196 -0.02959 1.25276 0.78840 160.07198 -0.02958 -1.00000 16.01435 0.00561 15.33786 0.00499 15.13964 0.01054 0.09973
71.77757 45.18124 18.39174 0.01043 17.53280 0.01696 18.01964 0.02000 -1.00000 0.00000 160.06505 -0.02383 1.25276 0.78856 160.06506 -0.02382 -1.00000 16.32911 0.00708 15.87857 0.00783 15.68126 0.01678 0.07974
71.77474 45.18215 18.81861 0.01405 17.85519 0.02136 18.37546 0.02589 -1.00000 0.00000 160.06306 -0.02476 1.25271 0.78858 160.06306 -0.02475 -1.00000 16.38909 0.00742 15.87729 0.00782 15.69533 0.01698 0.06975
71.77512 45.19534 15.95751 0.00259 15.17482 0.00421 15.62027 0.00479 -1.00000 0.00000 160.05318 -0.01602 1.25271 0.78881 160.05320 -0.01602 -1.00000 13.99424 0.00157 13.61218 0.00139 13.44712 0.00279 0.07424
